path,bytes,sha256
T2\R01_P01\round_3\renders\side.png,7563,695d57b0d898ecc16010a7aeca247c9409d5469b98c41dcea2f9e5a3a7f02c43
T2\R01_P01\round_3\renders\top.png,6720,597311e5cbdb87870d9bae6ab8fe83045cc70bcd49dcf796194a57d171068872
T2\R01_P02\round_1\agent_output.json,20709,e8959e4f4a59af6630224680c336c3dba1d233ce157d4dd8c9e3f02bf6e683b5
T2\R01_P02\round_1\cad_ir.json,13282,bda275069ccb06c4d48e7f94d1b8805c6327b5a1a8d795ca9ac0ca51dc77ea07
T2\R01_P02\round_1\cad_validity.json,871,2b7cd24d0ed2e04e7f9ac41dcb377cc8889e1a401cc81da73aaeb5a918de7bf3
T2\R01_P02\round_1\execution_log.json,26835,1f0fa27be110982deb57faf83c4df9953b835b2271b95abe20235e5973f19e06
T2\R01_P02\round_1\execution_result.json,912,fc73ce07c8a2b063a8557f570c221623557423dfdd7e33b539105dcd173be660
T2\R01_P02\round_1\feature_graph.json,3087,5d381e3bed9fbb3d73d1d92b6a8f8bb0484563b6db70b90357c2fa9a372f345e
T2\R01_P02\round_1\feature_tree.json,8832,75c16b6888eca860fb9b72bdaaf870941685f6bc3078f43d300d2ae034dd7947
T2\R01_P02\round_1\freecad_job.json,206,5bf5c1c8ab691c1151aa02f0b59d6876cb838e88b39ff01ce07c313fa8769395
T2\R01_P02\round_1\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R01_P02\round_1\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R01_P02\round_1\metrics.json,1053,6e75ca0cb7ecabfff700e43d9509115c79a7c98577882f4e7f24ecc248dd03dc
T2\R01_P02\round_1\model.FCStd,28753,fd20249b73c989bbb15132a48f4bafc67632f0af57937ad5972bfd37d9fe46bb
T2\R01_P02\round_1\model.step,51210,1f2efb29ff06466db3ae231321be5ae96249706150c4acd5cd5c8a98ee3025f6
T2\R01_P02\round_1\model.stl,39484,9caf29efec27b612de978037edef6fa4731d4e348a2729115bb5dfbebda9d193
T2\R01_P02\round_1\part_state.json,1845,ab40743d6de8716b93cdbd1c64b713b46b35c1e338b8a07953a285b26b108c6b
T2\R01_P02\round_1\post_review.json,382,8f87bc850870efc463fb5a9168b4e06e028afd31b34c6e368d4f922f6d016953
T2\R01_P02\round_1\repair_blueprint.json,3395,fc19ed135e82fcd27dc3cfb72588ff4cf3f70119da1b44a7dad20a7b0fe2c00e
T2\R01_P02\round_1\repair_log.json,1217,2b1432f89c1b8bfd34cca658c6e3eab82ec6c6a49081bba713187aaca8c84b57
T2\R01_P02\round_1\review_contract.json,2172,779a637732dfd48912d22a8f4df3d8d9f5ba8c7a3a6de77d0b2248392c8a73c8
T2\R01_P02\round_2\agent_output.json,20773,dfcb65baac4ef2633c357190e1e9165b59897a5c6ae94484f86bba854bda5f2b
T2\R01_P02\round_2\cad_ir.json,13344,44d6f72a7d0eacc92be6994c54ac87ff209c89ccac46be0139fd66fcc4f4ae6a
T2\R01_P02\round_2\cad_validity.json,870,9fd2fb13845baca4a65aa8feca767bca0f30b6f39973365ac748015406e1e8ca
T2\R01_P02\round_2\execution_log.json,26836,3a06ccd8ded356cc5908b9baca34f22edac8919d52feb7addfdd92a3748e7f8e
T2\R01_P02\round_2\execution_result.json,910,4e8e8d38828cd2ea3bdf19623ee635d24257475c86d9650da4cda5a8e5333aea
T2\R01_P02\round_2\feature_graph.json,3087,5d381e3bed9fbb3d73d1d92b6a8f8bb0484563b6db70b90357c2fa9a372f345e
T2\R01_P02\round_2\feature_tree.json,8824,1f3e6b124b51ba1989309faf8f7c1fa550b9d6817279aa812ea82427d2b54cf4
T2\R01_P02\round_2\freecad_job.json,206,03d93a5334e6f1dcc2aa2c3119b2ba6c43d46e8ba988acb4447f0a92209c5e7c
T2\R01_P02\round_2\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R01_P02\round_2\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R01_P02\round_2\metrics.json,1055,52ec765267b76cb43deb0eeefd64b2c82134dd01f3217e2a0335575906d6bf62
T2\R01_P02\round_2\model.FCStd,27313,650bf6270f7d53010f2cfea1d5c9dd62662a669301dab4352cd9337dbd2f8509
T2\R01_P02\round_2\model.step,39884,c7024569f49fff979d2cd8a588331436536f4df0888ae8d5c1b048aac0ea8eca
T2\R01_P02\round_2\model.stl,37884,977de92d5881ae5415c78d2e92a0b5805f59e9b94a1acbcee6e9f30379ceb55b
T2\R01_P02\round_2\part_state.json,2169,5124d6bd1406378072581ef7ae040d19a598305f399be4856a598fa8b12d4017
T2\R01_P02\round_2\post_review.json,382,a908d3deca63714ee91b822c155121a3efa1f5d5a5c8f3bae193978d90ce0947
T2\R01_P02\round_2\repair_blueprint.json,3395,6720af3bf7ebdc424cafaa38f6a0cd2c1ab10c320e1ecd4038dedc9eff5e6e5c
T2\R01_P02\round_2\repair_log.json,578,08939d0e028235d2a1883fe2817b098216679f0bc776599a0f54ec332bd4f762
T2\R01_P02\round_2\review_contract.json,2235,fa7f8d3f89f1701387d64f8417a157fe250ae998ebdff14618d73eaca97a85e8
T2\R01_P02\round_3\agent_output.json,20773,46e0dc5da894770404b690fa5d4503122fe8b16e983aff14058e6206e448e98a
T2\R01_P02\round_3\cad_ir.json,13344,fb3f727434523965a470e1ba505f76498065dab6ef4ad6bc6862c3a47fed7c9d
T2\R01_P02\round_3\cad_validity.json,871,b7bd563d766f971a2bfb0b57458d76ec0f99940176c6046ee0bbe8d09e29d596
T2\R01_P02\round_3\execution_log.json,26806,5a840a67f9add899ae6392288001d61e86debb33cfb74c3a13617c781619c072
T2\R01_P02\round_3\execution_result.json,913,7fc5a76fae6565c673aa920eac6e224b0947682c452c07dbcaaa9148b3df6daf
T2\R01_P02\round_3\feature_graph.json,3087,5d381e3bed9fbb3d73d1d92b6a8f8bb0484563b6db70b90357c2fa9a372f345e
T2\R01_P02\round_3\feature_tree.json,8818,c4d2f449f449fa0545f69e4f030e9ba98478badb4f04c5d3d2cfac92764767ce
T2\R01_P02\round_3\freecad_job.json,206,ea53dd265f2a5f9cebb1fa33c0ee709441bcacad2ed8e299b7267be6111d17bf
T2\R01_P02\round_3\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R01_P02\round_3\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R01_P02\round_3\metrics.json,1054,75b7947db5aef185fdc7b92cb927f37d0a4bca7bf38587ada135852c9056d81d
T2\R01_P02\round_3\model.FCStd,28818,d5f4cb484bb1de355e9feabc6d52a04ae0c875e5a63b361cd1b81120f2872cef
T2\R01_P02\round_3\model.step,51376,775445b2c8aee2dd4d3d3dbafb2b94f2759534a159ffca63079ecf1a1e294e7a
T2\R01_P02\round_3\model.stl,39484,8da7a624275ba7b2acfb40de82073b15b812b1d89fc8030dc640f05034d78f37
T2\R01_P02\round_3\part_state.json,2467,abce081e58fb14e36c2dd46241aed3fd55c4554cda8e652d8a92955b0290f9a2
T2\R01_P02\round_3\post_review.json,382,dc377435041194530f0e3893355c72ab20ed8e30718699487a4457af925dd54e
T2\R01_P02\round_3\repair_blueprint.json,3395,2b4ba00e547d616dd9d7dfce835e62920cd729fcc1214711a25d93e585cba5e6
T2\R01_P02\round_3\repair_log.json,451,64ae4055f28c7317e2c2dc7e5ae18eef7c79cc36911af28e03b76186df853cd7
T2\R01_P02\round_3\review_contract.json,2514,12f537400ecbee4c3c95ab41f8a06666299edf36d70cdecc5fbe1787256ab9e7
T2\R01_P02\round_1\renders\front.png,7007,a5f360399521ce0ac0594c8145a528ef0c8cb0e70cebff55e4d9d21ba968bade
T2\R01_P02\round_1\renders\isometric.png,28251,a5eebea59047e3cd65b032b41f009b1979eab91d01bc4f6741081f0fda523604
T2\R01_P02\round_1\renders\side.png,6685,565e9d016b94f9731e085ff74fc5067c15a50d23eb4e86561ef82b5804151b4e
T2\R01_P02\round_1\renders\top.png,6259,c978bae813c1688efcf5c12bbb7d3c445243c983b651fe7666061a739a850b0c
T2\R01_P02\round_2\renders\front.png,6953,15f5b44c2f0716c0d87e511d61b4d1f83a7882c014b46769827f630fcc64d066
T2\R01_P02\round_2\renders\isometric.png,27066,ac71110296254209634989e76e8d264ceb91eb9b96beda5917fbdff292e3200d
T2\R01_P02\round_2\renders\side.png,6603,435833f60636e4c4fe117aa3f34afadc1f0b4aef100e437cbe00a74d24310360
T2\R01_P02\round_2\renders\top.png,6200,78bba1370324499030990be0271a9f40b9b105edfca3de498e6c5a42460d2d08
T2\R01_P02\round_3\renders\front.png,7000,4b2ba7aad22d41a43e51557bc858f67c97d2b780723f8c7dbe93bf9c4eb612ef
T2\R01_P02\round_3\renders\isometric.png,27073,531f46cbff19588bb23bf6408759979e9c9fbc8f5a28b8c56d76407d2aa11105
T2\R01_P02\round_3\renders\side.png,6682,d43c23ced2dc82a7dae74c8df1ff2d7a30db6b6a3755d4d0aec2f27d0d242c42
T2\R01_P02\round_3\renders\top.png,6276,56173ca43bd4219a4c0d6325e36594e4038023afaf9ffa5b64744a96920e70c9
T2\R01_P03\round_1\agent_output.json,20526,9e563ae9b59a2871bce971a9bea7ee6571ca1e2b95e46acfe7cd0ecd22331adb
T2\R01_P03\round_1\cad_ir.json,13285,208041a02b19327de37e201bf7111014b10ff407b681eeae0b070c1f5a9687f4
T2\R01_P03\round_1\cad_validity.json,870,20e9753427697f967b6a10331633f1878d1c71825ca7ba692cee435163041b8e
T2\R01_P03\round_1\execution_log.json,26920,463b7fded385136158a653fe112f927f5cf22f6d3daf8c9424b00af189b8a276
T2\R01_P03\round_1\execution_result.json,912,f83b6100a3401f067fcdfc4152ce0ed668cf0f57b0719957732f41078475b1ba
T2\R01_P03\round_1\feature_graph.json,2999,3e51f0d28225e724b495ba497cad977528147137d469e7142d17a595a48670c6
T2\R01_P03\round_1\feature_tree.json,8880,317231c2935714a9fb42a1c7b01b927c80a748e0088410b88476a29830c33c43
T2\R01_P03\round_1\freecad_job.json,206,f494b3ff33fbd08931810ec57342d6ea57e3daaa403cb6a59e22fa24f007d5d4
T2\R01_P03\round_1\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R01_P03\round_1\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R01_P03\round_1\metrics.json,1054,a86373ddc1660a91fbc9044ead9e01e3764fb5b917065471061b68448ad3eb1f
T2\R01_P03\round_1\model.FCStd,28943,12fb9f9f4a7a14519a6c114334d65df4817b5915b3d992619183126d12a43230
T2\R01_P03\round_1\model.step,50192,1674ba9d4d77b7a9c5de07ebf089263427022c6e319d6b2aef835c9e30622d1d
T2\R01_P03\round_1\model.stl,34284,f5dc308ae03d241b0177240addddd924f8fd6d6e10390b2845d3fcb24cadc772
T2\R01_P03\round_1\part_state.json,1846,40ed4456e7ae0c21a9d8c1c7d981e0c21e23cb014659654d410868e79f36bb58
T2\R01_P03\round_1\post_review.json,369,c9fd07631864de37100cbb5ba6c51c4b30bb308461b8073915cba3d8654f5ae3
T2\R01_P03\round_1\repair_blueprint.json,3399,30156c1ec4cf783df28018685aeb3443a9f0e78a3152775923d091af94929a89
T2\R01_P03\round_1\repair_log.json,1848,53ee5b08361e715a3849e88fddc8dfba32507c66d78e4d907f1ada0ca650ebbd
T2\R01_P03\round_1\review_contract.json,2334,52f6fee1cb8542fd0dd1aa159fc2de589d4e2105fe0724f24d08d7573e285414
T2\R01_P03\round_2\agent_output.json,20590,c9f2eda66d0f325c77ce6886bb8792f3f8a10e2cebcfcd2b511b3705630a332a
T2\R01_P03\round_2\cad_ir.json,13347,3ce3d0ac48994fee99f795c9d25daf160e3757a4e440e08ca6bdbcbdaa3472fd
T2\R01_P03\round_2\cad_validity.json,871,c9f18c035f90fe97784e1cdaf5421662a378dfc831a9accd83ac85eb9199641e
T2\R01_P03\round_2\execution_log.json,26897,410933349c376636de49c07557a009fec069764a60dfe9ff225c9adb00c2263e
T2\R01_P03\round_2\execution_result.json,912,28a7517fb00633ad32991153b86489a67ba69ac965ea8db5003d9fa23a7e99ba
T2\R01_P03\round_2\feature_graph.json,2999,3e51f0d28225e724b495ba497cad977528147137d469e7142d17a595a48670c6
