path,bytes,sha256
T0\R01_P02\round_0\agent_output.json,14170,0a4eda2a7f3c597377fe83efa32cabe295ac37ff59bf4438386243137580b9dd
T0\R01_P02\round_0\attempts\freecad_execution_01\cad_validity.json,706,4c4aa24c158a3bf43b99b069a23f2e95a2bad670c698eb2da37b4462a6523e7c
T0\R01_P02\round_0\attempts\freecad_execution_01\execution_result.json,723,9f467217399d5f7fdaf059bc817b0677916367e37a68f3718e59d6bb23838885
T0\R01_P02\round_0\attempts\freecad_execution_01\freecad_job.json,206,608c29233638b8d883c04607390c14eda997a14ec4fa0351ab402e870186fc67
T0\R01_P02\round_0\attempts\freecad_execution_01\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T0\R01_P02\round_0\attempts\freecad_execution_01\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T0\R01_P02\round_0\attempts\freecad_execution_01\model.FCStd,17224,7d4549b41d88f27630120718831f56c08b6d581b9ad664c6cd498c6891116974
T0\R01_P02\round_0\attempts\freecad_execution_01\model.step,29479,0773ddc45888ece08c7bef8ea6a51b5698cdfbfa1f306af0814cdd1e9939eedd
T0\R01_P02\round_0\attempts\freecad_execution_01\model.stl,38684,574ce6ae4b5e71b24b919f47028aada7c1ee3f1e84c5e228a40c57bf76bcd342
T0\R01_P02\round_0\attempts\freecad_execution_01\renders\front.png,6894,e7189b9ee498de2833da2b72521331a0f0c313d63b5e2654a175ff896103f883
T0\R01_P02\round_0\attempts\freecad_execution_01\renders\isometric.png,24440,f34ed0c15241ee7d058aafb275b8ffbc16c314bcaf2d00d0942273fab2c09bb9
T0\R01_P02\round_0\attempts\freecad_execution_01\renders\side.png,6527,eac6e1af40178b60851a109cadc3062d543757f635082389ecbf84ef140dccc3
T0\R01_P02\round_0\attempts\freecad_execution_01\renders\top.png,6178,ad877c8216dd20aef0b2404ee6319a637d5271f7904877d10c6991891c8f69c3
T0\R01_P02\round_0\cad_ir.json,9517,c2c62c85403333ac7939e2dd91b1d553daf6bbc44299c9b7c50d0e0ff6099712
T0\R01_P02\round_0\cad_validity.json,819,e0bc73cf5e020a6909cd762369d996bfcc4f8a669028cbc51199872345966075
T0\R01_P02\round_0\execution_log.json,18172,2ccf4bc36ab6fa69e9e61e36c3f7da3e5e01c6cd4f1b42e320c325693b2aeb71
T0\R01_P02\round_0\execution_result.json,835,cb2411d22416a3424087349a250b1ca70d7949215797ff5557813d73650fd275
T0\R01_P02\round_0\feature_graph.json,3305,6ae3c001f225dd1f4f94f9b39ecf072e182f17e2e4a44742b04092d7277d114d
T0\R01_P02\round_0\feature_tree.json,6255,b18754a7815340c7d54ae1c9bb59865f744f6cd625b4fe2f85a744c41feef033
T0\R01_P02\round_0\freecad_job.json,206,608c29233638b8d883c04607390c14eda997a14ec4fa0351ab402e870186fc67
T0\R01_P02\round_0\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T0\R01_P02\round_0\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T0\R01_P02\round_0\model.FCStd,17223,ff37bfdbd10883ea1eb5f4d39d4e01614585da90cc73247a8adefe37e9cdbb20
T0\R01_P02\round_0\model.step,29479,4995a5b6f56f4ee20be95ec7b412226b1e8e03f18b72530cf818dbdc00713b3e
T0\R01_P02\round_0\model.stl,38684,574ce6ae4b5e71b24b919f47028aada7c1ee3f1e84c5e228a40c57bf76bcd342
T0\R01_P02\round_0\part_state.json,202,dfbe43226b3d67b57fdc41ce1edda257e9c096638bff6e42884cb319aecc23bf
T0\R01_P02\round_0\plan_gate.json,251,34e22b0168b3c428896b7dfde4be95de02793e1c44ea9d47312ad7efbaefeb9f
T0\R01_P02\round_0\renders\front.png,6894,b36bf5cca883e40b05778a00c92c5af9a499a241c3b37bd0e1d64e232509e662
T0\R01_P02\round_0\renders\isometric.png,24441,a5a9ff5f6d89eae9e06c61ba14dd4295d3f21df1c6ab1784167c3514a0dc7f49
T0\R01_P02\round_0\renders\side.png,6528,f18bcbb879a488ee5943f5503fdde9b54b5c46c9fd61d691aa1f7b8cba1753ba
T0\R01_P02\round_0\renders\top.png,6177,5a60fad590c7a4fd2e8d4b0cccd38b544184079112e05b74dc130bb5850a545a
T0\R01_P03\round_0\agent_manifest.json,591,f969cc92693b1735827abd21dcd518514865329db6d8339116a15b79acaab922
T0\R01_P03\round_0\agent_output.json,14046,0deaecf6f766baa8c855103a2e968894ce6891ad5d013f1f8ce481b13aec7088
T0\R01_P03\round_0\attempts\freecad_execution_01\cad_validity.json,708,ca73f8623fdc6e761486f271c0f45a27eaea145f751c60855a060316b7072302
T0\R01_P03\round_0\attempts\freecad_execution_01\execution_result.json,725,cf0208d91b5eb5d15621e675a28b0c39c1fcdfd8cec7207826e8b32fbceb8817
T0\R01_P03\round_0\attempts\freecad_execution_01\freecad_job.json,206,6b4233167d2df6529ac7646b8a959b4b6bf5dd23c7626052795211cda9ebd21f
T0\R01_P03\round_0\attempts\freecad_execution_01\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T0\R01_P03\round_0\attempts\freecad_execution_01\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T0\R01_P03\round_0\attempts\freecad_execution_01\model.FCStd,17893,0778c2b16d3d9431933f31eed5a708aaf9506158a9e8fd67073c8281ecccea26
T0\R01_P03\round_0\attempts\freecad_execution_01\model.step,34201,772323ca02cd1034b8adfbf569ccf9ee7fb0b230eb8dede4506dab27a3acc109
T0\R01_P03\round_0\attempts\freecad_execution_01\model.stl,65684,7b0ac43ea913321ba75f69ab15e7537e302eb20710acf1994becc21a9959a80f
T0\R01_P03\round_0\attempts\freecad_execution_01\renders\front.png,7269,8a7de5f3da916717fdefe2d831259432139a7f6d095251df32393107a3c1c49b
T0\R01_P03\round_0\attempts\freecad_execution_01\renders\isometric.png,22642,50cb9c6680f275042a6dfae1d84f2ca544f443aec976c430c22c45dbc7a65fcc
T0\R01_P03\round_0\attempts\freecad_execution_01\renders\side.png,9142,7c5df5565e5d88fb66b880353a9fbde58b1b10416236d10e8dc054a9149f8cab
T0\R01_P03\round_0\attempts\freecad_execution_01\renders\top.png,8090,0eceb2a3f206f069a1c919b6fe49304de75029b0181e2f25a9e62378d56a9a0c
T0\R01_P03\round_0\cad_ir.json,9512,1e535ac53c010b1fd08ce5c1bb905d5c4b6583c493099d532b75b3cd48b77d20
T0\R01_P03\round_0\cad_validity.json,807,0fc26286fca5986bddd7b8d49a284f114d48dba6260709708739788391d1413a
T0\R01_P03\round_0\execution_log.json,18310,dca7f722db06c02a79fc0d76ef36aec81a7cee0a6cd6aa6ea355648787e1893f
T0\R01_P03\round_0\execution_result.json,824,15b55418e0bd695fc00bf295fb5d99de89d702cad293f23b18669a5b8ee6e5ba
T0\R01_P03\round_0\feature_graph.json,3190,38619d45f2143f1f461735487508f510a2a3f919627502daacc50188f6b441f3
T0\R01_P03\round_0\feature_tree.json,6295,985b9e95b743e56cc8a6da8eb683751299b5d488407d6762e40a45bed970243f
T0\R01_P03\round_0\freecad_job.json,206,6b4233167d2df6529ac7646b8a959b4b6bf5dd23c7626052795211cda9ebd21f
T0\R01_P03\round_0\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T0\R01_P03\round_0\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T0\R01_P03\round_0\model.FCStd,17886,25602d31b041f73dc75fd240ab43de93ef945593486311f4053791325592a3e6
T0\R01_P03\round_0\model.step,34201,a8ee48fb55f8fe549449688bd7d5920fb034e7a4d1470b6acd856ee356bf53a2
T0\R01_P03\round_0\model.stl,65684,7b0ac43ea913321ba75f69ab15e7537e302eb20710acf1994becc21a9959a80f
T0\R01_P03\round_0\part_state.json,202,5c7b9057204b51a52c16231bad04fd26ecffd29995d7186ba665a6f9eff938ca
T0\R01_P03\round_0\plan_gate.json,251,60c2759d67a53490dd127fd2f426dfda49936df2fec131caf8a7477d594559ad
T0\R01_P03\round_0\renders\front.png,7269,6ec2c0fd842f6087fef70cfddd8654a1a46f10cc6a5fca963ac82c07611172cd
T0\R01_P03\round_0\renders\isometric.png,22642,84db2fdd278e5f60c07e6b00ba17e7f251635dcbecc46aad342f7923bd5ed5f1
T0\R01_P03\round_0\renders\side.png,9143,69aa28af24709967b13fbb0c82ec0847fbd50f6e579d12cf45f35d186ce339ed
T0\R01_P03\round_0\renders\top.png,8091,3107388f39bf409af9c56d954fef206786c2fcc65aea93939ff607537d297267
T0\R01_P04\round_0\agent_manifest.json,591,08c059663b277a0cceefc7ff59d369476558ac67acd848a6235f9936b0ef3669
T0\R01_P04\round_0\agent_output.json,14460,8aeeb4c46d8513b3dc6e6f522e8d4616fae8412aa86a9dec71195a31425414aa
T0\R01_P04\round_0\attempts\freecad_execution_01\cad_validity.json,708,77bc0398128a558aa7f395fbf52aabd3ddbc5069a3811777e8ec97e6760179f3
T0\R01_P04\round_0\attempts\freecad_execution_01\execution_result.json,725,fce744be5d6beef780020e90c5e823e6f27d12b8699017584fa713032fb70bb9
T0\R01_P04\round_0\attempts\freecad_execution_01\freecad_job.json,206,143bd313308fca1c625ef3004bf38f151235bb69556a55e4f7214ad2787d6095
T0\R01_P04\round_0\attempts\freecad_execution_01\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T0\R01_P04\round_0\attempts\freecad_execution_01\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T0\R01_P04\round_0\attempts\freecad_execution_01\model.FCStd,29410,ee9a7d86bdc410495f04d1350be916c75faa032816dc2ba2aea800b8ac4c7a14
T0\R01_P04\round_0\attempts\freecad_execution_01\model.step,58810,e32cd95b6502af45a2b634a102b8bd5aebb0f69baa4cfbb7b81dfa34ea35c7e9
T0\R01_P04\round_0\attempts\freecad_execution_01\model.stl,31284,22f07cf6fbd969cef9e3d98418cc45dd00809feec5a67afd24e44cbc7d40c973
T0\R01_P04\round_0\attempts\freecad_execution_01\renders\front.png,6404,c6c38b4f1e39c9982507b359f9ed56f248d33cde8496236f9d0fdff3e3b0927c
T0\R01_P04\round_0\attempts\freecad_execution_01\renders\isometric.png,16451,63d5b2034131b9f27e38efbe21fd1c114e46f03c86ba5671a000b36af4d789fc
T0\R01_P04\round_0\attempts\freecad_execution_01\renders\side.png,6878,27382534ce0c22099d57fc465cd0e924e83b99b32af319c0a9bd34d4216b203b
T0\R01_P04\round_0\attempts\freecad_execution_01\renders\top.png,6635,a032821365b387605acbff56d95e72552bd507828f6e3bac1a60918ba8f86988
T0\R01_P04\round_0\cad_ir.json,9803,17b126ca354e78145111bd39314391e6eedf15932a8da7b478f9f50388628aa9
T0\R01_P04\round_0\cad_validity.json,821,62996b698f46afd79ac134f5e57330d8721b9719123ecefd91367977da4413fc
T0\R01_P04\round_0\execution_log.json,19163,85e4989488147d7f006c036a215f22e81ee2677416a9b34d4694b0118fc9d47c
T0\R01_P04\round_0\execution_result.json,838,08de800bf8ec7091f4dbebc153cb94a89bea513eb54a372a4c0d955840cfa879
T0\R01_P04\round_0\feature_graph.json,3267,7beef24fc623d79b9b17a0a5cffe1561bf02f3519b58f9cfca93061199aeac04
T0\R01_P04\round_0\feature_tree.json,8683,fdf03fba523f7b6c5df06e6a168868686e68fde78d19cc72a22ccf7ddec46d76
T0\R01_P04\round_0\freecad_job.json,206,143bd313308fca1c625ef3004bf38f151235bb69556a55e4f7214ad2787d6095
T0\R01_P04\round_0\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T0\R01_P04\round_0\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T0\R01_P04\round_0\model.FCStd,29385,8003231b9f403e8bbce494ac40faa906a92470f1ff879d7c3fea69d0e17930e4
T0\R01_P04\round_0\model.step,58810,a6be1cf85489a3e6d8765388a389451773890a012849a4ca47e7443a7d9fc898
T0\R01_P04\round_0\model.stl,31284,22f07cf6fbd969cef9e3d98418cc45dd00809feec5a67afd24e44cbc7d40c973
T0\R01_P04\round_0\part_state.json,202,56b3b314ca56a56eb68efc821b2c48be82953219acf0f724e54193c72e01d311
T0\R01_P04\round_0\plan_gate.json,251,ff36b625ceb9f8ee09f0349eb3b0b0cb037cbc89f6fb0098c7a3a5065330f3db
T0\R01_P04\round_0\renders\front.png,6404,40fa02bbdfdedfb2bfab4c2807784e666c0604bfd1775c13f556f01a41ded358
T0\R01_P04\round_0\renders\isometric.png,16450,899d0da883dda6c3a4e04532b0fa4bdb0168228dc1fec2bdd8a832c41dc5109b
T0\R01_P04\round_0\renders\side.png,6878,073b9497ebad2128d68ef72e3789dcb3ae58e053e36bd3cb1e23d92174021932
T0\R01_P04\round_0\renders\top.png,6634,72d854a0a41002a5628c3f97945053829ff6f1a107cae2c3d5d59b719b67d65a
