entity_id,manufacturer,name,source,is_audit30,ratio,feature_ok,failures,n_meshes,n_failed,faces,normal_spectral_entropy,curvature_entropy,dihedral_q90_deg,sharp_rate_30deg,complexity_score,p_normal_spectral_entropy,module_orientation,p_curvature_entropy,p_dihedral_q90_deg,p_sharp_rate_30deg,module_curvature,geometry_complexity_v2
arm-c92ba5c644,ABB,IRB 1600-6/1.2,ros-industrial,False,0.25,True,"[""link_3.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,4059,0.9039188018316282,0.7140704904112819,91.21977938149288,0.4503067865977677,1.0163490716140369,0.38652482269503546,0.38652482269503546,0.8404255319148937,0.7836879432624113,0.8829787234042553,0.8356973995271867,0.611111111111111
arm-674fb8e440,ABB,IRB 1600-8/1.45,ros-industrial,False,0.25,True,"[""link_3.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,5128,0.8932368859815311,0.678156433008134,90.90235452462852,0.4342443558275168,0.8766428669831838,0.2624113475177305,0.2624113475177305,0.7446808510638298,0.7659574468085106,0.851063829787234,0.7872340425531914,0.524822695035461
arm-081210e630,ABB,IRB 2400,ros-industrial,False,0.25,True,"[""link_1.dae: ModuleNotFoundError: No module named 'networkx'"", ""link_3.dae: ModuleNotFoundError: No module named 'networkx'""]",5,2,23914,0.8825963450769938,0.420178802395021,129.45278177827507,0.6481385472147897,0.9786294054094312,0.1453900709219858,0.1453900709219858,0.2730496453900709,0.9893617021276596,0.9893617021276596,0.7505910165484634,0.4479905437352246
arm-f3a89fcc9e,ABB,IRB 2600,ros-industrial,False,0.25,True,[],7,0,68354,0.9585335380684518,0.5549418393951032,82.65512053712091,0.284393395610203,0.8631963711493169,0.8865248226950354,0.8865248226950354,0.5035460992907801,0.574468085106383,0.475177304964539,0.5177304964539008,0.7021276595744681
arm-f817901d6a,ABB,IRB 4400L/30,ros-industrial,True,0.25,True,[],7,0,3120,0.918279602970399,0.72988436005148,95.66936068187148,0.4941752157399403,1.2288793393819075,0.5177304964539007,0.5177304964539007,0.8652482269503546,0.900709219858156,0.9290780141843972,0.8983451536643026,0.7080378250591016
arm-24c767f546,ABB,IRB 4600-20/2.50,ros-industrial,False,0.25,True,[],7,0,9136,0.9331570699208884,0.8069687875897511,99.06876319234436,0.4960546431184475,1.4328398772975717,0.6099290780141844,0.6099290780141844,0.9858156028368794,0.9148936170212766,0.9361702127659575,0.9456264775413712,0.7777777777777778
arm-304c9a08a5,ABB,IRB 4600-40/2.55,ros-industrial,False,0.25,True,[],7,0,9618,0.9369804443114994,0.798612343395161,98.11615277877318,0.4890770914852201,1.4314729458091615,0.6808510638297872,0.6808510638297872,0.9787234042553191,0.9078014184397163,0.9219858156028369,0.9361702127659575,0.8085106382978724
arm-44d423d29d,ABB,IRB 4600-60/2.05,ros-industrial,True,0.25,True,[],7,0,15043,0.9495186155490416,0.7577735722591976,94.45789359001805,0.4539388718531212,1.3878175496433758,0.8156028368794326,0.8156028368794326,0.9432624113475178,0.8865248226950354,0.8936170212765957,0.9078014184397163,0.8617021276595744
arm-8fcf241b6f,ABB,IRB 52-7/1.2,ros-industrial,False,0.25,True,[],7,0,6928,0.9109460327765906,0.6035781172331518,90.2469646994666,0.3890756056672021,0.8280844752428635,0.46099290780141844,0.46099290780141844,0.5957446808510638,0.7163120567375887,0.6950354609929078,0.6690307328605201,0.5650118203309693
arm-91f018718c,ABB,IRB 52-7/1.45,ros-industrial,False,0.25,True,[],7,0,7126,0.900864332267092,0.588692838188668,89.80038415822611,0.3820232521445807,0.7306384987436221,0.3262411347517731,0.3262411347517731,0.5673758865248227,0.6524822695035462,0.6879432624113475,0.6359338061465721,0.4810874704491726
arm-065970a45f,ABB,IRB 5400,ros-industrial,False,0.25,True,"[""link_1.dae: ModuleNotFoundError: No module named 'networkx'"", ""link_3.dae: ModuleNotFoundError: No module named 'networkx'""]",6,2,24270,0.8825958938245526,0.4201794697976937,129.452081529573,0.6481344550463553,0.9786234704175444,0.1276595744680851,0.1276595744680851,0.2907801418439716,0.9716312056737588,0.9716312056737588,0.7446808510638298,0.4361702127659574
arm-6af92e32a6,ABB,IRB 6600-255/2.55,ros-industrial,False,0.25,True,[],9,0,5690,0.8963014377262839,0.6369718812564127,76.25951479074347,0.3718263530026672,0.6642485641598074,0.2765957446808511,0.2765957446808511,0.6524822695035462,0.5106382978723404,0.6666666666666666,0.6099290780141843,0.44326241134751765
arm-0ef5af4e54,ABB,IRB 6640,ros-industrial,False,0.25,True,"[""cylinder.stl: ModuleNotFoundError: No module named 'networkx'"", ""piston.stl: ModuleNotFoundError: No module named 'networkx'""]",7,2,9991,0.8632202749778743,0.734646049232877,93.27695329146331,0.4114003536853479,0.7138146503930854,0.05319148936170213,0.05319148936170213,0.9042553191489362,0.8546099290780141,0.7553191489361702,0.8380614657210401,0.44562647754137114
arm-897106e190,ABB,IRB 6640-185/2.8,ros-industrial,False,0.25,True,"[""link_1.dae: ModuleNotFoundError: No module named 'networkx'"", ""link_3.dae: ModuleNotFoundError: No module named 'networkx'""]",7,2,28360,0.8826203810978073,0.4202260960327066,129.4396348848729,0.6480561166719937,0.9787700094010268,0.1702127659574468,0.1702127659574468,0.2978723404255319,0.9645390070921985,0.9645390070921985,0.7423167848699763,0.4562647754137116
arm-ef24cb935c,ABB,IRB 6650S-125/3.50,ros-industrial,False,0.25,True,[],7,0,8688,0.8985875418078012,0.6608891636233246,90.51606272534698,0.4252683740875789,0.8749892983691039,0.2978723404255319,0.2978723404255319,0.6808510638297872,0.75177304964539,0.8297872340425532,0.7541371158392435,0.5260047281323876
arm-cd4762843b,ABB,IRB 6650S-90/3.90,ros-industrial,False,0.25,True,[],7,0,9096,0.8982718147211646,0.6551337098006196,90.29623868838608,0.4180984823602732,0.8528037480738224,0.2907801418439716,0.2907801418439716,0.6737588652482269,0.723404255319149,0.7872340425531915,0.7281323877068558,0.5094562647754137
arm-fa8324d39f,ABB,IRB 6700-200/2.60,ros-industrial,False,0.25,True,[],9,0,16625,0.9458605755782324,0.7095618815726156,92.15334329209378,0.4183478975704023,1.2359050246352237,0.7730496453900709,0.7730496453900709,0.8226950354609929,0.8226950354609929,0.7943262411347518,0.8132387706855791,0.793144208037825
arm-87daff3862,ABB,IRB 6700-235/2.65,ros-industrial,False,0.25,True,[],9,0,15293,0.9464824213321272,0.7274392967207896,92.0678290212476,0.4242803402121246,1.269655797098416,0.7872340425531915,0.7872340425531915,0.851063829787234,0.8156028368794326,0.8085106382978723,0.8250591016548463,0.8061465721040189
arm-022ef09303,ABB,IRB 7600-150/3.50,ros-industrial,False,0.25,True,[],9,0,7448,0.9166538183929892,0.7136484947498843,91.40944423193125,0.4411136267302643,1.0844588606482193,0.5035460992907801,0.5035460992907801,0.8297872340425532,0.7943262411347518,0.8723404255319149,0.8321513002364066,0.6678486997635933
arm-19acb3833f,Fanuc,CR-35iA,ros-industrial,False,0.25,True,[],7,0,14046,0.9362159728696656,0.2106319103886529,17.110667590180533,0.0561120431164598,-0.410648394200455,0.6595744680851063,0.6595744680851063,0.0,0.0,0.0,0.0,0.32978723404255317
arm-8802f2b8b4,Fanuc,CR-7iA,ros-industrial,False,0.25,True,"[""link_6.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,747,0.9328179825693772,0.6744911703847057,85.42584143954831,0.3338496522176492,0.92733444489019,0.6028368794326241,0.6028368794326241,0.7304964539007093,0.5815602836879432,0.5460992907801419,0.6193853427895981,0.6111111111111112
arm-3acdb3f5e2,Fanuc,CR-7iA/L,ros-industrial,False,0.25,True,"[""link_6.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,689,0.916368671273825,0.6828193917843025,87.70182213489926,0.3425554722018581,0.8556821915727401,0.49645390070921985,0.49645390070921985,0.7659574468085106,0.6028368794326241,0.5815602836879432,0.6501182033096927,0.5732860520094563
arm-98c28568ba,Fanuc,CRX-10iA/L,ros-industrial,False,0.25,True,[],7,0,6114,0.8788159524339407,0.2425419311233767,18.684286124900385,0.0720126769125509,-0.7166822787918222,0.12056737588652482,0.12056737588652482,0.02127659574468085,0.0070921985815602835,0.03546099290780142,0.021276595744680854,0.07092198581560283
arm-cf88bb5d3f,Fanuc,LR Mate 200i,ros-industrial,False,0.25,True,[],7,0,1263,0.9396213557116188,0.4688837431980541,54.73105449195244,0.1561479585192874,0.2708837501199085,0.723404255319149,0.723404255319149,0.3617021276595745,0.40425531914893614,0.3120567375886525,0.35933806146572106,0.541371158392435
arm-fa86494fa0,Fanuc,LR Mate 200iB,matlab,False,0.25,True,[],7,0,12418,0.9479371941744192,0.2226925022029681,22.327512788817405,0.0744211683198402,-0.2605089113974909,0.8014184397163121,0.8014184397163121,0.0070921985815602835,0.028368794326241134,0.07801418439716312,0.037825059101654845,0.41962174940898345
arm-4c7b408826,Fanuc,LR Mate 200iB/3L,ros-industrial,False,0.25,True,[],7,0,11836,0.933439700173864,0.2320335986970683,22.828117639903105,0.0731734827726806,-0.3451064435740686,0.6170212765957447,0.6170212765957447,0.014184397163120567,0.07092198581560284,0.0425531914893617,0.04255319148936171,0.32978723404255317
arm-cb42051aad,Fanuc,LR Mate 200iC,ros-industrial,False,0.25,True,[],7,0,5810,0.9283139099514848,0.2760990772453993,20.09038020094656,0.065308437014341,-0.3586165000501684,0.5673758865248227,0.5673758865248227,0.028368794326241134,0.014184397163120567,0.0070921985815602835,0.016548463356973995,0.2919621749408984
arm-de1be0b74e,Fanuc,LR Mate 200iC/5F,ros-industrial,True,0.25,True,[],6,0,3986,0.908432388895725,0.3096458507128288,22.45071378750969,0.0737407121069914,-0.4251138519158626,0.4326241134751773,0.4326241134751773,0.05673758865248227,0.0425531914893617,0.05673758865248227,0.05200945626477541,0.24231678486997638
arm-53f9b9bc6b,Fanuc,LR Mate 200iC/5H,ros-industrial,False,0.25,True,[],6,0,3986,0.908432388895725,0.3096458507128288,22.45071378750969,0.0737407121069914,-0.4251138519158626,0.4326241134751773,0.4326241134751773,0.05673758865248227,0.0425531914893617,0.05673758865248227,0.05200945626477541,0.24231678486997638
arm-63ba00c5ba,Fanuc,LR Mate 200iC/5HS,ros-industrial,False,0.25,True,[],6,0,3986,0.908432388895725,0.3096458507128288,22.45071378750969,0.0737407121069914,-0.4251138519158626,0.4326241134751773,0.4326241134751773,0.05673758865248227,0.0425531914893617,0.05673758865248227,0.05200945626477541,0.24231678486997638
arm-697cb5dd8b,Fanuc,LR Mate 200iC/5L,ros-industrial,False,0.25,True,[],7,0,3876,0.9093348538137423,0.349404712067393,26.41746040467732,0.0945881993371095,-0.3177712801356079,0.44680851063829785,0.44680851063829785,0.10638297872340426,0.09929078014184398,0.19148936170212766,0.13238770685579196,0.2895981087470449
arm-927835d1e3,Fanuc,LR Mate 200iD,ros-industrial,False,0.25,True,[],7,0,8536,0.9251905089151212,0.2825244664963759,22.587236198591587,0.0718028324174771,-0.3474575591598589,0.549645390070922,0.549645390070922,0.03900709219858156,0.06028368794326241,0.024822695035460994,0.04137115839243499,0.29550827423167847
arm-81ab4eaee7,Fanuc,LR Mate 200iD/4S,ros-industrial,False,0.25,True,[],7,0,4098,0.9431419112209664,0.3711686854444898,27.58633597448024,0.0872899967750932,-0.0781652906830752,0.7446808510638298,0.7446808510638298,0.19148936170212766,0.11347517730496454,0.14893617021276595,0.15130023640661938,0.44799054373522457
arm-417b7c6e76,Fanuc,LR Mate 200iD/4SC,ros-industrial,False,0.25,True,[],7,0,4098,0.9431419112209664,0.3711686854444898,27.58633597448024,0.0872899967750932,-0.0781652906830752,0.7446808510638298,0.7446808510638298,0.19148936170212766,0.11347517730496454,0.14893617021276595,0.15130023640661938,0.44799054373522457
arm-ed32f9fe54,Fanuc,LR Mate 200iD/4SH,ros-industrial,False,0.25,True,[],7,0,4098,0.9431419112209664,0.3711686854444898,27.58633597448024,0.0872899967750932,-0.0781652906830752,0.7446808510638298,0.7446808510638298,0.19148936170212766,0.11347517730496454,0.14893617021276595,0.15130023640661938,0.44799054373522457
arm-f9636ec28a,Fanuc,LR Mate 200iD/7H,ros-industrial,False,0.25,True,[],7,0,8536,0.9251905089151212,0.2825244664963759,22.587236198591587,0.0718028324174771,-0.3474575591598589,0.549645390070922,0.549645390070922,0.03900709219858156,0.06028368794326241,0.024822695035460994,0.04137115839243499,0.29550827423167847
arm-7e0c14e59c,Fanuc,LR Mate 200iD/7L,ros-industrial,False,0.25,True,[],7,0,7213,0.9011375294730866,0.3242456927642767,24.30429760540288,0.077020492010705,-0.4414428844518764,0.34397163120567376,0.34397163120567376,0.07446808510638298,0.08156028368794327,0.08865248226950355,0.08156028368794327,0.2127659574468085
arm-d7b62265c9,Fanuc,LR Mate 200iD/7LC,ros-industrial,False,0.25,True,[],7,0,7213,0.9011375294730866,0.3242456927642767,24.30429760540288,0.077020492010705,-0.4414428844518764,0.34397163120567376,0.34397163120567376,0.07446808510638298,0.08156028368794327,0.08865248226950355,0.08156028368794327,0.2127659574468085
arm-785e16bb50,Fanuc,M-10iA,ros-industrial,False,0.25,True,[],7,0,1845,0.917053404988705,0.4565953437836286,43.015084055838415,0.1507291549061598,0.0374803826606741,0.5106382978723404,0.5106382978723404,0.3475177304964539,0.2978723404255319,0.2907801418439716,0.31205673758865243,0.4113475177304964
arm-1a2726f62c,Fanuc,M-10iA/7L,ros-industrial,False,0.25,True,[],7,0,1172,0.8997666192451771,0.4827597391313631,50.12771187898324,0.2079089456243354,0.0907920281543008,0.3049645390070922,0.3049645390070922,0.3971631205673759,0.3829787234042553,0.375886524822695,0.38534278959810875,0.34515366430260047
arm-b9fde37ad7,Fanuc,M-16iB,matlab,False,0.25,True,[],7,0,800,0.8849969889315931,0.5537316930607133,49.12671612235177,0.2122945438222687,0.0742151843991609,0.19148936170212766,0.19148936170212766,0.49645390070921985,0.3475177304964539,0.3900709219858156,0.41134751773049644,0.30141843971631205
arm-ca973d7c40,Fanuc,M-20iA,ros-industrial,False,0.25,True,[],7,0,4237,0.9016324573427186,0.377784471406642,31.43556925169661,0.1089474605522368,-0.2853917843958374,0.36879432624113473,0.36879432624113473,0.20567375886524822,0.20567375886524822,0.2198581560283688,0.21040189125295508,0.2895981087470449
arm-58bea95949,Fanuc,M-20iA/10L,ros-industrial,False,0.25,True,[],7,0,1037,0.8970833379090636,0.5220515111557744,40.31581212249671,0.1675686987963442,-0.0064373147158399,0.28368794326241137,0.28368794326241137,0.44680851063829785,0.2765957446808511,0.3262411347517731,0.34988179669030733,0.31678486997635935
arm-f39f0bc934,Fanuc,M-20iB/25,ros-industrial,False,0.25,True,[],7,0,3217,0.9076866199151556,0.3286162881152328,24.5504251082976,0.0743992001619421,-0.3968762959242897,0.41134751773049644,0.41134751773049644,0.09219858156028368,0.09219858156028368,0.07092198581560284,0.0851063829787234,0.24822695035460993
arm-80ddefb001,Fanuc,M-430iA/2F,ros-industrial,False,0.25,True,[],6,0,1664,0.9143284710219136,0.4262007436695599,38.3128139226266,0.1359133028819012,-0.0648177200918299,0.48226950354609927,0.48226950354609927,0.3049645390070922,0.23404255319148937,0.2624113475177305,0.26713947990543735,0.3747044917257683
arm-de477bc804,Fanuc,M-430iA/2P,ros-industrial,False,0.25,True,[],7,0,2080,0.94093130314459,0.4312986567826897,40.54675897202933,0.1392449412326693,0.1333989031933389,0.7304964539007093,0.7304964539007093,0.3120567375886525,0.28368794326241137,0.2765957446808511,0.29078014184397166,0.5106382978723405
arm-c10bd68349,Fanuc,M-6iB,ros-industrial,False,0.25,True,[],7,0,742,0.9097746551106268,0.5877567499236375,57.8401715863326,0.2751002521975431,0.4311445371413892,0.45390070921985815,0.45390070921985815,0.5531914893617021,0.44680851063829785,0.46808510638297873,0.48936170212765956,0.4716312056737588
arm-b7a6f7cec6,Fanuc,M-6iB/6S,ros-industrial,True,0.25,True,[],7,0,702,0.9371447621084196,0.6126864033880685,57.08142309276703,0.2910910315458709,0.6626810454087924,0.6879432624113475,0.6879432624113475,0.6099290780141844,0.4397163120567376,0.48936170212765956,0.5130023640661938,0.6004728132387707
arm-ac0ed3c3ba,Fanuc,M-710iC/45M,ros-industrial,False,0.25,True,[],7,0,1144,0.8844098351167934,0.4857050792736759,49.13241383396648,0.2064650265811598,-0.0147503643241671,0.18439716312056736,0.18439716312056736,0.41134751773049644,0.3546099290780142,0.36879432624113473,0.3782505910165484,0.2813238770685579
arm-0cf081ce97,Fanuc,M-710iC/50,ros-industrial,False,0.25,True,[],7,0,996,0.9042314535929744,0.4914347976049851,46.53898283671676,0.1984623641600274,0.0941101185762848,0.3971631205673759,0.3971631205673759,0.41843971631205673,0.3262411347517731,0.3617021276595745,0.3687943262411348,0.3829787234042553
arm-ee37d02375,Fanuc,M-900iA/260L,ros-industrial,False,0.25,True,[],9,0,1160,0.864967094632758,0.5202987717676693,58.40536684355602,0.2445837627942015,0.0115564392888746,0.09219858156028368,0.09219858156028368,0.4397163120567376,0.45390070921985815,0.4397163120567376,0.4444444444444444,0.26832151300236406
arm-ad68760742,Fanuc,M-900iB/700,ros-industrial,False,0.25,True,[],11,0,1314,0.8612594910137052,0.5421371575583885,52.891172952188114,0.2121937133134666,-0.0749135077254989,0.028368794326241134,0.028368794326241134,0.46099290780141844,0.3900709219858156,0.3829787234042553,0.41134751773049644,0.21985815602836878
arm-1ec48d9c1f,Fanuc,R-1000iA/80F,ros-industrial,False,0.25,True,[],7,0,921,0.9145166390854828,0.5438917124145937,54.23435163357753,0.2352068558931805,0.3248051035977994,0.48936170212765956,0.48936170212765956,0.46808510638297873,0.3971631205673759,0.41843971631205673,0.42789598108747046,0.458628841607565
arm-f999a17088,Fanuc,R-2000iB/210F,ros-industrial,False,0.25,True,[],7,0,786,0.8906605587085578,0.5694500491383856,55.16794638158608,0.2578912622327852,0.2409048419058008,0.23404255319148937,0.23404255319148937,0.5319148936170213,0.41134751773049644,0.44680851063829785,0.4633569739952718,0.3486997635933806
arm-3179bae95f,Fanuc,R-2000iC/125L,ros-industrial,False,0.25,True,[],7,0,818,0.8639165092206035,0.5536910448546711,46.77797182301766,0.2246042181008479,-0.0552149507445138,0.07801418439716312,0.07801418439716312,0.48936170212765956,0.3333333333333333,0.41134751773049644,0.41134751773049644,0.24468085106382978
arm-41abb9dda3,Fanuc,R-2000iC/165F,ros-industrial,False,0.25,True,[],7,0,804,0.889572080190486,0.5458107010526413,56.383806165266975,0.2360618859920442,0.1757567592014212,0.22340425531914893,0.22340425531914893,0.4787234042553192,0.42907801418439717,0.42907801418439717,0.4456264775413712,0.33451536643026003
arm-594e86b100,Fanuc,R-2000iC/210F,ros-industrial,False,0.25,True,[],7,0,804,0.889572080190486,0.5458107010526413,56.383806165266975,0.2360618859920442,0.1757567592014212,0.22340425531914893,0.22340425531914893,0.4787234042553192,0.42907801418439717,0.42907801418439717,0.4456264775413712,0.33451536643026003
arm-6c6b40b711,Fanuc,R-2000iC/210L,ros-industrial,False,0.25,True,[],7,0,1235,0.8912419177140686,0.523604549825162,49.635544766979685,0.1938039606273102,0.052283032519034,0.24113475177304963,0.24113475177304963,0.45390070921985815,0.3617021276595745,0.3546099290780142,0.3900709219858156,0.31560283687943264
arm-42320609fa,Fanuc,R-2000iC/270F,ros-industrial,False,0.25,True,[],7,0,872,0.9053625169081144,0.5597027541769416,48.90203755877787,0.2138417889103832,0.2162401432995332,0.40425531914893614,0.40425531914893614,0.524822695035461,0.3404255319148936,0.3971631205673759,0.4208037825059101,0.41252955082742315
arm-43fa322555,Franka Emika,FR3,oems,True,0.25,True,[],8,0,31640,0.9748616741460372,0.3801715653768103,38.567984099437936,0.1336066307487371,0.2798582859780314,0.950354609929078,0.950354609929078,0.2127659574468085,0.24822695035460993,0.24822695035460993,0.2364066193853428,0.5933806146572105
arm-07307859e2,Franka Emika,Panda,matlab,False,0.25,True,[],10,0,33565,0.9746423329956428,0.3806991873587965,38.51146893706069,0.133368225323425,0.2782785773528563,0.9432624113475178,0.9432624113475178,0.2198581560283688,0.24113475177304963,0.24113475177304963,0.23404255319148937,0.5886524822695036
arm-dcc2b0ce1e,KUKA,KR 10 R1100 sixx,ros-industrial,False,0.25,True,[],7,0,14941,0.9353585851532296,0.6045619620332413,90.3848796722262,0.3518465182290192,0.9249415356014088,0.6312056737588653,0.6312056737588653,0.6028368794326241,0.7375886524822695,0.6099290780141844,0.6501182033096927,0.640661938534279
arm-a751040684,KUKA,KR 10 R1420,ros-industrial,False,0.25,True,"[""link_1.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,25661,0.9627799291983932,0.6954924305142908,94.23084709222807,0.3614691194287024,1.2426098277201432,0.9078014184397163,0.9078014184397163,0.7872340425531915,0.8794326241134752,0.6453900709219859,0.7706855791962175,0.8392434988179669
arm-3ce41d3c31,KUKA,KR 10 R900-2,ros-industrial,False,0.25,True,[],7,0,5079,0.958126465994853,0.7341369954760635,87.94680439647959,0.4030388516915479,1.294444439929254,0.875886524822695,0.875886524822695,0.875886524822695,0.6276595744680851,0.7127659574468085,0.7387706855791962,0.8073286052009456
arm-a0fb4a920d,KUKA,KR 120 R2500 pro,ros-industrial,False,0.25,True,"[""link_1.dae: ModuleNotFoundError: No module named 'networkx'"", ""link_3.dae: ModuleNotFoundError: No module named 'networkx'""]",5,2,23914,0.8825963450769938,0.420178802395021,129.45278177827507,0.6481385472147897,0.9786294054094312,0.1453900709219858,0.1453900709219858,0.2730496453900709,0.9893617021276596,0.9893617021276596,0.7505910165484634,0.4479905437352246
arm-79c861f26a,KUKA,KR 150 R3100-2,ros-industrial,True,0.25,True,"[""link_1.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,9719,0.9339186323707754,0.7809251546536812,102.5409210236653,0.4595843335842512,1.3633866694257213,0.624113475177305,0.624113475177305,0.9645390070921985,0.9290780141843972,0.9148936170212766,0.9361702127659575,0.7801418439716312
arm-a72160b62d,KUKA,KR 150-2,ros-industrial,True,0.25,True,[],7,0,12828,0.9001973748968064,0.5573304991971434,78.90487672499715,0.321904676011362,0.5283759446570397,0.3120567375886525,0.3120567375886525,0.5106382978723404,0.5460992907801419,0.5177304964539007,0.524822695035461,0.41843971631205673
arm-a49344adee,KUKA,KR 16-2,ros-industrial,False,0.25,True,"[""link_1.dae: ModuleNotFoundError: No module named 'networkx'"", ""link_3.dae: ModuleNotFoundError: No module named 'networkx'""]",5,2,23914,0.8825963450769938,0.420178802395021,129.45278177827507,0.6481385472147897,0.9786294054094312,0.1453900709219858,0.1453900709219858,0.2730496453900709,0.9893617021276596,0.9893617021276596,0.7505910165484634,0.4479905437352246
arm-eb642d29c4,KUKA,KR 210 L150,ros-industrial,False,0.25,True,"[""link_1.dae: ModuleNotFoundError: No module named 'networkx'"", ""link_3.dae: ModuleNotFoundError: No module named 'networkx'""]",5,2,23914,0.8825963450769938,0.420178802395021,129.45278177827507,0.6481385472147897,0.9786294054094312,0.1453900709219858,0.1453900709219858,0.2730496453900709,0.9893617021276596,0.9893617021276596,0.7505910165484634,0.4479905437352246
arm-1d928e951e,KUKA,KR 3 R540,ros-industrial,False,0.25,True,[],7,0,18637,0.97565584373487,0.6400656095191689,75.88869423767083,0.2876190609772437,1.039387576598001,0.9574468085106383,0.9574468085106383,0.6595744680851063,0.5035460992907801,0.48226950354609927,0.5484633569739953,0.7529550827423168
arm-b746f2cfd4,KUKA,KR 5 ARC,ros-industrial,False,0.25,True,[],7,0,7264,0.939581901423441,0.3882138705412737,31.250770510061884,0.1090242950766601,-0.0252074762973422,0.7163120567375887,0.7163120567375887,0.22695035460992907,0.19858156028368795,0.22695035460992907,0.21749408983451538,0.466903073286052
arm-e07d114785,KUKA,KR 6 R700 sixx,ros-industrial,False,0.25,True,[],7,0,11168,0.9763034142059208,0.5720743705784755,89.73438819352003,0.3277502825701011,1.1125991099500996,0.9716312056737588,0.9716312056737588,0.5390070921985816,0.6453900709219859,0.5319148936170213,0.5721040189125296,0.7718676122931443
arm-c8e061a405,KUKA,KR 6 R900 sixx,ros-industrial,False,0.25,True,[],7,0,9182,0.9462441368608456,0.6033551049444972,89.84754396060343,0.3408819228812077,0.9730660606176764,0.7801418439716312,0.7801418439716312,0.5886524822695035,0.6595744680851063,0.574468085106383,0.607565011820331,0.6938534278959811
