case_id,condition,component_id,matched_region_id,reported_component_id,identity_correct,best_view_bbox_iou,recall_at_0_5,mean_target_purity,blank_crop
step_wx250s,A1_color_only,C09,R07,C07,0,0.29065743944636474,0,0.1806451612903226,0.0
step_wx250s,A2_color_legend,C00,R00,C00,1,0.8946270213875848,1,0.9652682154220522,0.0
step_wx250s,A2_color_legend,C01,R02,C01,1,0.7214799588900299,1,0.8040221615716123,0.0
step_wx250s,A2_color_legend,C02,R03,C09,0,0.2512820512820515,0,0.9366746015491408,0.0
step_wx250s,A2_color_legend,C03,R04,C02,0,0.6130409184574631,1,0.8735738241127523,0.0
step_wx250s,A2_color_legend,C04,R05,C04,1,0.7401413389437365,1,0.9505322524652154,0.0
step_wx250s,A2_color_legend,C05,R06,C05,1,0.7913777509798017,1,0.8217852321662916,0.0
step_wx250s,A2_color_legend,C06,R07,C06,1,0.5329169269206753,1,0.8754242929698672,0.0
step_wx250s,A2_color_legend,C07,R08,C07,1,0.6343972566605123,1,0.7726166976358192,0.0
step_wx250s,A2_color_legend,C08,R09,C08,1,0.6500672947510109,1,0.7647402882680575,0.0
step_wx250s,A2_color_legend,C09,R01,C00,0,0.0,0,0.0,0.0
