replicate,case_id,condition,status,component_id,matched_region_id,reported_component_id,identity_correct,best_view_bbox_iou,recall_at_0_5,mean_target_purity,blank_crop
replicate_01,step_wx250s,A1_color_only,SUCCESS,C02,R02,C02,1,0.32826794454552466,0,0.9824033725984294,0.0
replicate_01,step_wx250s,A1_color_only,SUCCESS,C03,R03,C03,1,0.7933470709449522,1,0.9677183076078789,0.0
replicate_01,step_wx250s,A1_color_only,SUCCESS,C04,R05,C05,0,0.7621928166351603,1,0.90893240540792,0.0
replicate_01,step_wx250s,A1_color_only,SUCCESS,C05,R06,C06,0,0.7048119692680955,1,0.8154404328666995,0.0
replicate_01,step_wx250s,A1_color_only,SUCCESS,C06,R04,C04,0,0.6417098332825488,1,0.2226431137965293,0.0
replicate_01,step_wx250s,A1_color_only,SUCCESS,C07,R08,C08,0,0.6720000000000005,1,0.7787822067553188,0.0
replicate_01,step_wx250s,A1_color_only,SUCCESS,C08,R09,C09,0,0.5443548387096787,1,0.7968059514732664,0.0
replicate_01,step_wx250s,A1_color_only,SUCCESS,C09,R07,C07,0,0.4557950875084501,0,0.13667303319622856,0.0
replicate_01,step_wx250s,A2_color_legend,SUCCESS,C00,R00,C00,1,0.8691170949796938,1,0.9344297833396017,0.0
replicate_01,step_wx250s,A2_color_legend,SUCCESS,C01,R01,C01,1,0.7559999999999988,1,0.7566352182374518,0.0
replicate_01,step_wx250s,A2_color_legend,SUCCESS,C02,R02,C02,1,0.4711538461538467,0,0.8736582442979306,0.0
replicate_01,step_wx250s,A2_color_legend,SUCCESS,C03,R03,C03,1,0.6765519133756862,1,0.9824222558803684,0.0
replicate_01,step_wx250s,A2_color_legend,SUCCESS,C04,R04,C04,1,0.830165054069437,1,0.9143223678364226,0.0
replicate_01,step_wx250s,A2_color_legend,SUCCESS,C05,R05,C05,1,0.5097404690380722,1,0.8086559153019356,0.0
replicate_01,step_wx250s,A2_color_legend,SUCCESS,C06,R06,C06,1,0.7592969080897927,1,0.7455229682179266,0.0
replicate_01,step_wx250s,A2_color_legend,SUCCESS,C07,R07,C07,1,0.7322014051522254,1,0.6053349628261412,0.0
replicate_01,step_wx250s,A2_color_legend,SUCCESS,C08,R08,C08,1,0.7601139601139606,1,0.5720377082694043,0.0
replicate_01,step_wx250s,A2_color_legend,SUCCESS,C09,R09,C09,1,0.0,0,0.0,0.0
replicate_02,step_px100,A0_controlled,SUCCESS,C00,R00,C00,1,0.5069315125181044,1,1.0,0.0
replicate_02,step_px100,A0_controlled,SUCCESS,C01,R01,C01,1,0.7231270358306199,1,0.4555823740792486,0.0
replicate_02,step_px100,A0_controlled,SUCCESS,C02,R06,,0,0.0,0,0.0,0.0
replicate_02,step_px100,A0_controlled,SUCCESS,C03,R03,C03,1,0.44367369589345124,0,0.760076161304465,0.0
replicate_02,step_px100,A0_controlled,SUCCESS,C04,R04,C04,1,0.7599403578528828,1,0.4698339249519801,0.0
replicate_02,step_px100,A0_controlled,SUCCESS,C05,R05,C05,1,0.6288566243194199,1,0.47932835521572287,0.0
replicate_02,step_px100,A0_controlled,SUCCESS,C06,R02,C02,0,0.6079484425349089,1,0.28293557504690064,0.0
replicate_02,step_px100,A1_color_only,SUCCESS,C00,R00,C00,1,0.8542604283082136,1,0.9756323441947026,0.0
replicate_02,step_px100,A1_color_only,SUCCESS,C01,R02,C02,0,0.7927461139896368,1,0.9330150457495191,0.0
replicate_02,step_px100,A1_color_only,SUCCESS,C02,R04,C04,0,0.5311312964492153,1,0.9099188328589959,0.0
replicate_02,step_px100,A1_color_only,SUCCESS,C03,R05,C05,0,0.7775596072931272,1,0.9726447186091471,0.0
replicate_02,step_px100,A1_color_only,SUCCESS,C04,R01,C01,0,0.0,0,0.0,0.0
replicate_02,step_px100,A1_color_only,SUCCESS,C05,R06,C06,0,0.7646524307133125,1,0.45523449941707966,0.0
replicate_02,step_px100,A1_color_only,SUCCESS,C06,R03,C03,0,0.5603850203038049,1,0.5580728064607472,0.0
replicate_02,step_px100,A2_color_legend,SUCCESS,C00,R00,C00,1,0.26360203896002615,0,0.9842064714946072,0.0
replicate_02,step_px100,A2_color_legend,SUCCESS,C01,R03,C05,0,0.34426518557700775,0,0.1310953810953811,0.0
replicate_02,step_px100,A2_color_legend,SUCCESS,C02,R02,C06,0,0.2109683926770268,0,0.21851157570954757,0.0
replicate_02,step_px100,A2_color_legend,SUCCESS,C03,R05,C03,1,0.32562911453731913,0,0.7509939127879655,0.0
replicate_02,step_px100,A2_color_legend,SUCCESS,C04,R04,C02,0,0.1435478996675732,0,0.04873079208761355,0.0
replicate_02,step_px100,A2_color_legend,SUCCESS,C05,R06,C04,0,0.26168377823408623,0,0.412532856784553,0.0
replicate_02,step_px100,A2_color_legend,SUCCESS,C06,R01,C01,0,0.2900772025431426,0,0.11359122897890399,0.0
replicate_02,step_rx150,A0_controlled,SUCCESS,C00,R00,C00,1,0.7707321251575484,1,0.6805663489944621,0.0
replicate_02,step_rx150,A0_controlled,SUCCESS,C01,R02,C02,0,0.45385206040440307,0,0.8353099899598394,0.0
replicate_02,step_rx150,A0_controlled,SUCCESS,C02,R01,C01,0,0.7467918985776132,1,0.28481022842209747,0.0
replicate_02,step_rx150,A0_controlled,SUCCESS,C03,R03,C03,1,0.590059971048459,1,0.7270011018060049,0.0
replicate_02,step_rx150,A0_controlled,SUCCESS,C04,R04,C04,1,0.2995858260469399,0,0.16666666666666666,0.0
replicate_02,step_rx150,A0_controlled,SUCCESS,C05,R06,C06,0,0.5468497203346745,1,0.3114540997626668,0.0
replicate_02,step_rx150,A0_controlled,SUCCESS,C06,R07,C07,0,0.7167842031029616,1,0.7248438840191769,0.0
replicate_02,step_rx150,A0_controlled,SUCCESS,C07,R08,C08,0,0.4402067367670646,0,0.45144830037220784,0.0
replicate_02,step_rx150,A0_controlled,SUCCESS,C08,R05,C05,0,0.0,0,0.0,0.0
replicate_02,step_rx150,A1_color_only,SUCCESS,C00,R05,,0,0.2183368958432771,0,0.022756745074024712,0.0
replicate_02,step_rx150,A1_color_only,SUCCESS,C01,R02,,0,0.203418345887661,0,0.19239208750900635,0.0
replicate_02,step_rx150,A1_color_only,SUCCESS,C02,R01,,0,0.2122901912674958,0,0.40740324776092196,0.0
replicate_02,step_rx150,A1_color_only,SUCCESS,C03,R04,,0,0.23513729672087455,0,0.8355928399003966,0.0
replicate_02,step_rx150,A1_color_only,SUCCESS,C04,R00,,0,0.3811574525860242,0,0.05552788575017053,0.0
replicate_02,step_rx150,A1_color_only,SUCCESS,C05,R06,,0,0.2331082012405239,0,0.5973915347025439,0.0
replicate_02,step_rx150,A1_color_only,SUCCESS,C06,R07,,0,0.4312431243124311,0,0.7153598182408295,0.0
replicate_02,step_rx150,A1_color_only,SUCCESS,C07,R08,,0,0.2992530917105425,0,0.5478548442145209,0.0
replicate_02,step_rx150,A1_color_only,SUCCESS,C08,R03,,0,0.07888705292894839,0,0.030690656920625992,0.0
replicate_02,step_rx150,A2_color_legend,SUCCESS,C00,R00,C00,1,0.7772146661839994,1,0.8840151407516315,0.0
replicate_02,step_rx150,A2_color_legend,SUCCESS,C01,R01,C01,1,0.7758858225341195,1,0.6628156145303001,0.0
replicate_02,step_rx150,A2_color_legend,SUCCESS,C02,R02,C02,1,0.6364652437265649,1,0.9422482576317014,0.0
replicate_02,step_rx150,A2_color_legend,SUCCESS,C03,R03,C03,1,0.36874606175173297,0,0.9082368650785959,0.0
replicate_02,step_rx150,A2_color_legend,SUCCESS,C04,R06,C04,1,0.3087681549220008,0,0.7573372217874507,0.0
replicate_02,step_rx150,A2_color_legend,SUCCESS,C05,R07,C06,0,0.7920207116303752,1,0.7784763502003623,0.0
replicate_02,step_rx150,A2_color_legend,SUCCESS,C06,R08,C06,1,0.4887293038100941,0,0.8199362082899578,0.0
replicate_02,step_rx150,A2_color_legend,SUCCESS,C07,R10,C07,1,0.6599326599326606,1,0.7530599152230618,0.0
replicate_02,step_rx150,A2_color_legend,SUCCESS,C08,R09,C08,1,0.7446808510638294,1,0.7486104350906463,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C00,R02,C02,0,0.22219128497842128,0,0.8409939319691997,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C01,R01,C01,1,0.3082380008947401,0,0.5595251864250389,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C02,R04,C04,0,0.26020828012826,0,0.8243151192062786,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C03,R06,C06,0,0.4801805268866109,0,0.5750685721616867,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C04,R07,C07,0,0.6158561267564909,1,0.6100834658490832,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C05,R08,C08,0,0.36295133437990607,0,0.33354403546236844,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C06,R05,C05,0,0.49580213297027387,0,0.10870441947928974,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C07,R00,C00,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C08,R13,C13,0,0.44579226686884016,0,0.6515565679574791,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C09,R03,C03,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C10,,,0,0.0,0,0.0,1.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C11,,,0,0.0,0,0.0,1.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C12,,,0,0.0,0,0.0,1.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C13,,,0,0.0,0,0.0,1.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C14,R09,C09,0,0.3421368547418963,0,0.23218803623206172,0.0
