case_id,condition,component_id,matched_region_id,reported_component_id,identity_correct,best_view_bbox_iou,recall_at_0_5,mean_target_purity,blank_crop
step_rx150,A0_controlled,C08,R04,C04,0,0.31008855154965287,0,0.10480798306622316,0.0
step_rx150,A1_color_only,C00,R01,C01,0,0.8261392197574036,1,0.9123854384880078,0.0
step_rx150,A1_color_only,C01,R00,C00,0,0.6967687074829931,1,0.5866546950305579,0.0
step_rx150,A1_color_only,C02,R02,C02,1,0.8728676948247244,1,0.9399456889822219,0.0
step_rx150,A1_color_only,C03,R03,C03,1,0.5296035944633666,1,0.9230905172474073,0.0
step_rx150,A1_color_only,C04,R04,C04,1,0.5250294012374089,1,0.8531049862190877,0.0
step_rx150,A1_color_only,C05,R06,C06,0,0.4125025846026601,0,0.5019611922474092,0.0
step_rx150,A1_color_only,C06,R05,C05,0,0.6343787433300667,1,0.2908022167037296,0.0
step_rx150,A1_color_only,C07,R08,C08,0,0.76958437081019,1,0.6231178032322053,0.0
step_rx150,A1_color_only,C08,R07,C07,0,0.6505310457516341,1,0.5916356983091058,0.0
step_rx150,A2_color_legend,C00,R00,C00,1,0.7820687081900807,1,0.8527546334280338,0.0
step_rx150,A2_color_legend,C01,R01,C01,1,0.8911560457516339,1,0.7440051482482705,0.0
step_rx150,A2_color_legend,C02,R02,C02,1,0.5035971223021577,1,0.7944867026110236,0.0
step_rx150,A2_color_legend,C03,R03,C03,1,0.9406730658031686,1,0.9722386970351046,0.0
step_rx150,A2_color_legend,C04,R04,C04,1,0.7414750198255359,1,0.6997773120088935,0.0
step_rx150,A2_color_legend,C05,R05,C05,1,0.6007334026599531,1,0.7406537328368299,0.0
step_rx150,A2_color_legend,C06,R06,C06,1,0.6924835469345344,1,0.7528201537048197,0.0
step_rx150,A2_color_legend,C07,R07,C07,1,0.661417322834646,1,0.7307280386904392,0.0
step_rx150,A2_color_legend,C08,R08,C08,1,0.6197916666666667,1,0.7554246961155819,0.0
step_vx300s,A0_controlled,C00,R00,,0,0.43968484934521107,0,1.0,0.0
step_vx300s,A0_controlled,C01,R03,,0,0.4193548387096776,0,0.7125855426117802,0.0
step_vx300s,A0_controlled,C02,R04,,0,0.4202464788732391,0,0.8189368176123143,0.0
step_vx300s,A0_controlled,C03,R05,,0,0.2591976252586129,0,0.2593088221240165,0.0
step_vx300s,A0_controlled,C04,R06,,0,0.3064663023679415,0,0.3221223511885173,0.0
step_vx300s,A0_controlled,C05,R07,,0,0.7463256284358034,1,0.4615495759423946,0.0
step_vx300s,A0_controlled,C06,R01,,0,0.0,0,0.0,0.4
step_vx300s,A0_controlled,C07,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C08,R09,,0,0.6592861863846666,1,0.4201839659522984,0.0
step_vx300s,A0_controlled,C09,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C10,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C11,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C12,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C13,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C14,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C15,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C16,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C17,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C18,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C19,R02,,0,0.4246323529411753,0,0.07602467403379524,0.0
step_vx300s,A0_controlled,C20,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C21,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C22,R08,,0,0.5414488424197162,1,0.29421838038779036,0.0
step_vx300s,A0_controlled,C23,,,0,0.0,0,0.0,1.0
step_vx300s,A1_color_only,C00,R00,,0,0.4442592206709734,0,0.8828919843028167,0.0
step_vx300s,A1_color_only,C01,R22,,0,0.27539140907266196,0,0.7020164791996557,0.0
step_vx300s,A1_color_only,C02,R03,,0,0.32156135809176856,0,0.9277145336116595,0.0
step_vx300s,A1_color_only,C03,R06,,0,0.5321100917431193,1,0.5867467602383448,0.0
step_vx300s,A1_color_only,C04,R11,,0,0.4023952095808387,0,0.7868115813744689,0.0
step_vx300s,A1_color_only,C05,R13,,0,0.6836620446128678,1,0.5249779161746309,0.0
step_vx300s,A1_color_only,C06,R04,,0,0.4985422740524776,0,0.13686187067245628,0.0
step_vx300s,A1_color_only,C07,R23,,0,0.0,0,0.0,0.0
step_vx300s,A1_color_only,C08,R17,,0,0.4034934497816594,0,0.42727715914168657,0.16666666666666666
step_vx300s,A1_color_only,C09,R02,,0,0.0,0,0.0,0.16666666666666666
step_vx300s,A1_color_only,C10,R01,,0,0.0,0,0.0,0.0
step_vx300s,A1_color_only,C11,R12,,0,0.0,0,0.0,0.0
step_vx300s,A1_color_only,C12,R05,,0,0.0,0,0.0,0.0
step_vx300s,A1_color_only,C13,R07,,0,0.05143548712431945,0,0.06289230064265282,0.16666666666666666
step_vx300s,A1_color_only,C14,R21,,0,0.60289703771369,1,0.22470869365079338,0.0
step_vx300s,A1_color_only,C15,R16,,0,0.3334693877551013,0,0.04111882400979992,0.0
step_vx300s,A1_color_only,C16,R20,,0,0.3217029449423814,0,0.16874510154522196,0.0
step_vx300s,A1_color_only,C17,R15,,0,0.4926470588235288,0,0.3822330642463208,0.0
step_vx300s,A1_color_only,C18,R09,,0,0.3509174311926606,0,0.11805036150585889,0.0
step_vx300s,A1_color_only,C19,R19,,0,0.3146067415730334,0,0.15784195550611727,0.16666666666666666
step_vx300s,A1_color_only,C20,R14,,0,0.3478260869565224,0,0.09545271629778672,0.0
step_vx300s,A1_color_only,C21,R10,,0,0.23926380368098293,0,0.2022132508699606,0.0
step_vx300s,A1_color_only,C22,R08,,0,0.6018237082066863,1,0.26654598086355447,0.16666666666666666
step_vx300s,A1_color_only,C23,R18,,0,0.42611380679311855,0,0.38869417428477643,0.16666666666666666
step_vx300s,A2_color_legend,C00,R00,C00,1,0.26382351206276183,0,0.48664345850956037,0.0
step_vx300s,A2_color_legend,C01,R20,C20,0,0.3136792452830189,0,0.20056526207605344,0.0
step_vx300s,A2_color_legend,C02,R01,C01,0,0.22974191858942627,0,0.5418438509950672,0.0
step_vx300s,A2_color_legend,C03,R15,C15,0,0.5097529258777637,1,0.882036652748373,0.0
step_vx300s,A2_color_legend,C04,R11,C11,0,0.4343980806322627,0,0.7638703868733386,0.0
step_vx300s,A2_color_legend,C05,R21,C21,0,0.49413933886474426,0,0.5553619467781628,0.0
step_vx300s,A2_color_legend,C06,R03,C03,0,0.3680873547023602,0,0.25426513943260354,0.0
step_vx300s,A2_color_legend,C07,R05,C05,0,0.02341137123745818,0,0.008761605858506603,0.0
step_vx300s,A2_color_legend,C08,R10,C10,0,0.3739525363014136,0,0.24996345563514108,0.0
step_vx300s,A2_color_legend,C09,R16,C16,0,0.0,0,0.0,0.0
step_vx300s,A2_color_legend,C10,R13,C13,0,0.0,0,0.0,0.0
step_vx300s,A2_color_legend,C11,R04,C04,0,0.008736349453978168,0,0.005883765609990394,0.0
step_vx300s,A2_color_legend,C12,R02,C02,0,0.0,0,0.0,0.0
step_vx300s,A2_color_legend,C13,R23,C23,0,0.14476190476190473,0,0.06226955227298751,0.0
step_vx300s,A2_color_legend,C14,R09,C09,0,0.24753733714648912,0,0.18300086730268864,0.0
step_vx300s,A2_color_legend,C15,R17,C17,0,0.0,0,0.0,0.0
step_vx300s,A2_color_legend,C16,R18,C18,0,0.12480739599383645,0,0.05885901413305757,0.0
step_vx300s,A2_color_legend,C17,R12,C12,0,0.4901960784313728,0,0.40562947799385873,0.0
step_vx300s,A2_color_legend,C18,R06,C06,0,0.4390921723019912,0,0.2761073204579623,0.0
step_vx300s,A2_color_legend,C19,R08,C08,0,0.5735294117647055,1,0.2003638960558145,0.0
step_vx300s,A2_color_legend,C20,R19,C19,0,0.3432653061224476,0,0.17254978747075878,0.0
step_vx300s,A2_color_legend,C21,R14,C14,0,0.4662701784197101,0,0.5023050385895529,0.0
step_vx300s,A2_color_legend,C22,R07,C07,0,0.6555051078320103,1,0.737389944720072,0.0
step_vx300s,A2_color_legend,C23,R22,C22,0,0.4139130434782603,0,0.21387899881176411,0.0
step_wx200,A0_controlled,C00,R00,C00,1,0.5958762886597943,1,0.808739045526305,0.0
step_wx200,A0_controlled,C01,R03,C03,0,0.7357823129251702,1,0.13818064906979244,0.0
step_wx200,A0_controlled,C02,R04,C04,0,0.26787785079242393,0,1.0,0.0
step_wx200,A0_controlled,C03,R05,C05,0,0.7175257731958761,1,0.3054083294390946,0.0
step_wx200,A0_controlled,C04,R06,C06,0,0.645071886367573,1,0.6303041150946345,0.0
step_wx200,A0_controlled,C05,R01,C01,0,0.0,0,0.0,0.0
step_wx200,A0_controlled,C06,R07,C07,0,0.5644599303135892,1,0.48397822152455006,0.0
step_wx200,A0_controlled,C07,R02,C02,0,0.29400904643219833,0,0.8200451914311618,0.0
step_wx200,A1_color_only,C00,R00,,0,0.8839207162448891,1,0.957732647690233,0.0
step_wx200,A1_color_only,C01,R01,,0,0.8292598370601493,1,0.7864504028098991,0.0
step_wx200,A1_color_only,C02,R04,,0,0.6637931034482768,1,0.6666666666666666,0.0
step_wx200,A1_color_only,C03,R05,,0,0.7384615384615397,1,0.8653980433635536,0.0
step_wx200,A1_color_only,C04,R06,,0,0.6735200693040724,1,0.9115454530342754,0.0
step_wx200,A1_color_only,C05,R07,,0,0.6645914396887164,1,0.4280715921930945,0.0
step_wx200,A1_color_only,C06,R03,,0,0.0639119900464935,0,0.022023859180779176,0.0
step_wx200,A1_color_only,C07,R02,,0,0.5497896213183735,1,0.9881084791888589,0.0
step_wx200,A2_color_legend,C00,R00,C00,1,0.8935817478487406,1,0.8898803839715935,0.0
step_wx200,A2_color_legend,C01,R01,C01,1,0.7656249999999996,1,0.7525009166935099,0.0
step_wx200,A2_color_legend,C02,R02,C02,1,0.5776114546046209,1,0.9615284676921225,0.0
step_wx200,A2_color_legend,C03,R03,C03,1,0.8417266187050345,1,0.8802142019629662,0.0
step_wx200,A2_color_legend,C04,R04,C04,1,0.5377899725617359,1,0.9399834143651201,0.0
step_wx200,A2_color_legend,C05,R05,C05,1,0.6968431396634318,1,0.41371481500222895,0.0
step_wx200,A2_color_legend,C06,R06,C06,1,0.5630274261603381,1,0.41963626866107545,0.0
step_wx200,A2_color_legend,C07,R07,C07,1,0.7422159887798041,1,0.9696714694441261,0.0
step_wx250s,A0_controlled,C00,R00,,0,0.7855168601437272,1,0.9991712232195056,0.0
step_wx250s,A0_controlled,C01,R01,,0,0.5802089735709888,1,0.40005607156877426,0.0
step_wx250s,A0_controlled,C02,R02,,0,0.2512820512820516,0,0.7195891636649199,0.0
step_wx250s,A0_controlled,C03,R03,,0,0.5991904166392417,1,0.5615513495443696,0.0
step_wx250s,A0_controlled,C04,R05,,0,0.6225769669327268,1,0.659095951192457,0.0
step_wx250s,A0_controlled,C05,R06,,0,0.688904285855687,1,0.5621996407131283,0.0
step_wx250s,A0_controlled,C06,R04,,0,0.7288042791559618,1,0.23576636619653257,0.0
step_wx250s,A0_controlled,C07,R08,,0,0.3562574970011998,0,0.4422173638170792,0.0
step_wx250s,A0_controlled,C08,R09,,0,0.3027604630454147,0,0.3039434318951071,0.0
step_wx250s,A0_controlled,C09,R07,,0,0.2808003488203093,0,0.017370231394621637,0.0
step_wx250s,A1_color_only,C00,R01,,0,0.8119231728610623,1,0.9585524354670746,0.0
step_wx250s,A1_color_only,C01,R02,,0,0.6614173228346465,1,0.6780807792089393,0.0
step_wx250s,A1_color_only,C02,R03,,0,0.36509493272978766,0,0.9197599654642226,0.0
step_wx250s,A1_color_only,C03,R05,,0,0.5460074034902156,1,0.9697669305189094,0.0
step_wx250s,A1_color_only,C04,R06,,0,0.6785601941311289,1,0.8279570146115056,0.0
step_wx250s,A1_color_only,C05,R07,,0,0.6439412189833778,1,0.7075654563918703,0.0
step_wx250s,A1_color_only,C06,R04,,0,0.724453352769679,1,0.18655550196262385,0.0
step_wx250s,A1_color_only,C07,R08,,0,0.6085761407366695,1,0.74471272716119,0.0
step_wx250s,A1_color_only,C08,R09,,0,0.5884270578647106,1,0.7915403610057776,0.0
step_wx250s,A1_color_only,C09,R00,,0,0.0,0,0.0,0.0
