path,bytes,sha256
A1\R02_P04\round_0\agent_output.json,16461,1a9ebfb3d527bc4d4f365a5ad9ca17c90c6ddcf4f6d9df0d996df7c0de3e488a
A1\R02_P04\round_0\cad_ir.json,7923,fca85592d5fa3676cea7d3de11c86b37b4e8a312821c150281fa31ec34157cf8
A1\R02_P04\round_0\cad_validity.json,885,b398e8a6e10da97b47c6d4eca9f999a0589f5a6c6bba0dc82b84e1719392a8ed
A1\R02_P04\round_0\execution_log.json,22006,8dd58a64fe163c1e54b900932cf8b315977fc6679dac4bc2582b84f09d8fa346
A1\R02_P04\round_0\execution_result.json,927,b0495b6b22d0a8e3f21dc4686359381f8b17764aaf6fc97b32e96a645110d553
A1\R02_P04\round_0\feature_graph.json,3036,8a5a0cca2d17ceffbfc606f92d82709effa6ff82c370fd1e61256dc61095d77e
A1\R02_P04\round_0\feature_tree.json,8471,6779a834309b58334471f0022bd1c06fe4fe8d3297c6bb35080bf3d76ab396b3
A1\R02_P04\round_0\freecad_job.json,238,26a3139b6abd4787677cf174f33c2b483aca42a61467d67d26a556139495b810
A1\R02_P04\round_0\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
A1\R02_P04\round_0\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
A1\R02_P04\round_0\mechanical_topology_graph.json,1666,c5fcf6781e16fcbc6498bfb522220c9c6ad2901abc6a59deddf671702a66e181
A1\R02_P04\round_0\model.FCStd,144057,20474c361633cc3dabe2226b742dcec16fe20e819fe9061a471a83880faeabf2
A1\R02_P04\round_0\model.step,69285,21d11999e94c306b8e594d135c111b81fc4a6274112959c7d49769af7e4f46df
A1\R02_P04\round_0\model.stl,114784,e792616a651ee302c32954f559c2a73aa168cbfbdeaebffdafd556c020ef5fbf
A1\R02_P04\round_0\part_state.json,202,b33a7570287b398086adb38266f75d30356de83b4c67e013d013c94f2e2d1bf7
A1\R02_P04\round_0\renders\front.png,8710,d43cd9b186d7ed42ac8b6fa617f3ab9f098e62ff48b06974ccee00628970a25c
A1\R02_P04\round_0\renders\isometric.png,19004,74a4e861a1055817870b2320c624e94383ba10cd1750529da772ceaa32ac1175
A1\R02_P04\round_0\renders\side.png,9453,e6e1829fca6b753e5c5d089b9ee22cb5e761cf81a2007037952437636e400034
A1\R02_P04\round_0\renders\top.png,16266,085eebca4f184da5fbc7ea6d0999c04f8db1ef14810f94d121e8ce39d909fdd7
A1\R02_P05\round_0\agent_output.json,15107,29aa0223bbbf4a2ff74251e3f3ab340b51bc49861f53b2e30ae20ef65e40622a
A1\R02_P05\round_0\cad_ir.json,7411,567c2d45adfcd1d40bcfe43bd8daacf78d0073899032c63c1d491d3afd07b316
A1\R02_P05\round_0\cad_validity.json,859,238244fbeab37eeae91fcb06455fd1b1e7485cd82d48de736ae42063e2bbc351
A1\R02_P05\round_0\execution_log.json,20635,e760126efbeb94bb2842212210cb733f05e69791951daa34653019e28c8c721a
A1\R02_P05\round_0\execution_result.json,900,490f87c44524e2b6d7a77133a567b9ad3c1926325496df8b830bd637a2dc89b2
A1\R02_P05\round_0\feature_graph.json,2307,3d37a0cea0b41394196ea07521326b62983ce9f9734461702cfed161a05d2b7f
A1\R02_P05\round_0\feature_tree.json,9019,8b406e97b5a91ed9ea0fca01082dc07127efab61be6da302c0ea0262c8279721
A1\R02_P05\round_0\freecad_job.json,238,0124fa750a673747ee0e2202a402207ea1fa17b0d6edcfb2ce431a6a586301f0
A1\R02_P05\round_0\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
A1\R02_P05\round_0\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
A1\R02_P05\round_0\mechanical_topology_graph.json,1855,9a1c4589271fa5d17a536a940ec977b911d72ea5f34e7aee024a6d2eb0c6be35
A1\R02_P05\round_0\model.FCStd,39177,383e3e867113798a2584b04606d460ba243e7b49e273e2c7e272ffda6f57b47e
A1\R02_P05\round_0\model.step,37191,8cc2c03723dc0696d86c9cf9e6e916df400e9605329e2f3dec242f85f5317721
A1\R02_P05\round_0\model.stl,64884,92d897713af7a95ca6a2bf09f53a6c78951fc136dcc470d1b4730d0fa0c52ea4
A1\R02_P05\round_0\part_state.json,202,0a8a5916e0644480256c43de553b9e3cca3eecc927fb89e1df158c49fe5a2568
A1\R02_P05\round_0\renders\front.png,8086,1098658bb3386371102a52e67c324f7542dbc9efde03381ab809166c0e4257f3
A1\R02_P05\round_0\renders\isometric.png,22453,96af2a7c33f1606975d3577fd7359f773c1c174053c08afa62b5e4fc0814f89c
A1\R02_P05\round_0\renders\side.png,9678,8d58f0bbb40d11bec0f0bb4cd91d094ed8075316b1f71f27b8aeb11f14eaa910
A1\R02_P05\round_0\renders\top.png,8250,b6c542f048a98149c5450ba60d8ca0bc2cbe85a92d79d5121c40d0edcd0d85d7
A1\R02_P06\round_0\agent_output.json,18261,4df9c21bceba8b6eab1f87ab6e9faa43cfdd8fd3b814a5d89a201aa1d7d5de85
A1\R02_P06\round_0\cad_ir.json,8733,a6cc27a4176269cf76dbdb7552f985a0eb126f27ea5cea2b852e55195acb1e1d
A1\R02_P06\round_0\cad_validity.json,857,51a5d7a8e4b2a0eb80f79c61eb6d823730e4413582fd2c01256e9468f7872f65
A1\R02_P06\round_0\execution_log.json,10946,ded47489884b9dfa447f560a2f714c17b96bd2515e78b28f105ba39f101adec0
A1\R02_P06\round_0\execution_result.json,899,099272b74e758da7b896de16f51518857907e46fa11490f877ab7a16d250c539
A1\R02_P06\round_0\feature_graph.json,2359,ee50004a4ba52f76ad8be5e8eb8d95d885029f687bfc1e46a7d0d0d1c561d05a
A1\R02_P06\round_0\feature_tree.json,8410,c444769e1fcde0dd6bdafdfe86cc847e581241a15bf2f1d9fbf393f6871f4bd3
A1\R02_P06\round_0\freecad_job.json,238,d0faaed721bb49fa438da046601444c6b230128734d1655f8c52c4b803026b6b
A1\R02_P06\round_0\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
A1\R02_P06\round_0\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
A1\R02_P06\round_0\mechanical_topology_graph.json,3256,80f48aed216dc41f26e45855331b16a47770a8feca2f65e9564fd9fff91d2fe9
A1\R02_P06\round_0\model.FCStd,21240,f707fb66a42df264812c5019686189d39f8c71f298f4fa3374774b9a759cf3bf
A1\R02_P06\round_0\model.step,60598,5e1475110cd639346fee191ee48a3144eb063a7f67d49406f63c7e9759bda465
A1\R02_P06\round_0\model.stl,44284,bd40075ed0ad0358551541244d57ee66c5a3dde8a784a956afff7cf402a57f25
A1\R02_P06\round_0\part_state.json,202,a2e2f09a2722cc75994a3e37a282fa055e2ccd48d4c3c0523c837cc8c3538417
A1\R02_P06\round_0\renders\front.png,7041,ce974166a5289a26e31366ebe527f6ea040dd425a89238fa3162c02535a6c398
A1\R02_P06\round_0\renders\isometric.png,19708,d75dd9a8501baa51257e8728397533444fc28fffc996610b233e7b3c7a55d4eb
A1\R02_P06\round_0\renders\side.png,7850,040d55a14049b9c1271f4d7fb1774d85deaf6ab8d1e5b724afbdb69d0f1c0532
A1\R02_P06\round_0\renders\top.png,9083,63a9f0bcd6989c1ea3d7c0cd5a8ec2762c3a77a1d651037ad450f44dd307eece
A2\R02_P02\round_0\agent_output.json,15835,a71e8f6bb01e8b89a48e02a2e6c2cf339341332bf659aeaa53062fac69c30348
A2\R02_P02\round_0\cad_ir.json,7748,8780281239f34458159c9acae70a70494274db7f647601cb6593438b43c23c00
A2\R02_P02\round_0\cad_validity.json,863,d45a945a91a23b2c7f53cc57625215d1d7e02a5002971ccccaaa1b052fc50412
A2\R02_P02\round_0\execution_log.json,18513,b9591541f86bd31d7d4766deac035cd2ab231886ad6732882e975b86b8a8905d
A2\R02_P02\round_0\execution_result.json,905,e67a3479e0c00aa86623cd9155934d39e5e516a74e73b82c96fe9e785993aa2d
A2\R02_P02\round_0\feature_graph.json,2323,d9c67ccd8daefb4c0b62070d406b6b1cb0e551db9effe7300a765af34697a46e
A2\R02_P02\round_0\feature_tree.json,6537,a4500f375e0b68c422117889327e599e771436fd3147218a9761dd3c61fd3d36
A2\R02_P02\round_0\freecad_job.json,238,c0ad522e7478aa123f45304414e27dec6d037621547a37cdeed0b5df7a63ad97
A2\R02_P02\round_0\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
A2\R02_P02\round_0\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
A2\R02_P02\round_0\mechanical_topology_graph.json,2200,2f1a8564f8beb6a8527304ca0f6669ea5b626f26d9a117ef725ef195ef4b8f09
A2\R02_P02\round_0\model.FCStd,25201,79d581f5bd2680cffeb96887023986372fd8509f03538f62e8dec69a81e14048
A2\R02_P02\round_0\model.step,20179,a7e2f8425abe02d11270b07bad358f73a30c8a4b269ebc94e8573afc1120a269
A2\R02_P02\round_0\model.stl,74284,77198919f2441da72525c780d0ed1c7954e7489f8b69dd6d620af412eec48b85
A2\R02_P02\round_0\part_state.json,202,cd73117c2d83c6a128e61dd9eb602f9250da25e34ebd6ba937746363289053ce
A2\R02_P02\round_0\renders\front.png,6191,4c3f3acfd16de44671b17489897c7f56e5cac50308be21ec78acc26e87cdffd1
A2\R02_P02\round_0\renders\isometric.png,14176,9653c1c8480797418bf9670673d4ee4193000647478a7efbd34f5fa80d6ffd6b
A2\R02_P02\round_0\renders\side.png,6187,0d1621db11dd8cea06acd601a85b1d2044eedbc261d270b09e0799ac44b4b621
A2\R02_P02\round_0\renders\top.png,8012,6cde7513cc497a8a477fe69a1c23dc6a3c3155b73ee3923462ff24f26830cf49
A2\R02_P04\round_0\agent_output.json,20137,2a2db3c39d36b0ce2fa31613cec6b5fd087845e7f2d6c69dcc8c18f9c20833ec
A2\R02_P04\round_0\cad_ir.json,11179,ec84c7b1bafbfd2086cb888eb6e3532a7afebb8c95b31bcf18027920025f14fe
A2\R02_P04\round_0\cad_validity.json,846,cb77630ea398c9002994d06a017653ea9b0ce435ab25c847d213e764427972ab
A2\R02_P04\round_0\execution_log.json,29142,94d5303a618aa29ffc69780cd4eb3549971da828bc8182b99659d9cd83634b6a
A2\R02_P04\round_0\execution_result.json,888,5544c1bd96c3331af5227cab5287129c220b12344353aa81029389e4ce34b48e
A2\R02_P04\round_0\feature_graph.json,3036,8a5a0cca2d17ceffbfc606f92d82709effa6ff82c370fd1e61256dc61095d77e
A2\R02_P04\round_0\feature_tree.json,10481,f318b8cceed37f645eb95534cd2b6570c0b37abe31b48322235fdb99974e1fc5
A2\R02_P04\round_0\freecad_job.json,238,9ad4eebfe38e55840b4008ce364225fb239de9923d3b19cf3dd2f33b886aac63
A2\R02_P04\round_0\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
A2\R02_P04\round_0\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
A2\R02_P04\round_0\mechanical_topology_graph.json,1666,595b49a004da3f35e6eb1fca176f5dbbdce563406b905692752a543adffce73b
A2\R02_P04\round_0\model.FCStd,52886,04f44e358aa1042867db183746d578cc8460b73261a8aefca1336f8cb2194234
A2\R02_P04\round_0\model.step,35986,a12c3eb7c7af4d372261473487d390c64b75faa58859052e6dfec0aec9c65af3
A2\R02_P04\round_0\model.stl,140784,62b043f425822c5aeeac7c6a48b59356521d9154cb79b62497030b807a726511
A2\R02_P04\round_0\part_state.json,202,b33a7570287b398086adb38266f75d30356de83b4c67e013d013c94f2e2d1bf7
A2\R02_P04\round_0\renders\front.png,9071,2c8c834f6176a083c8a05b6ba532d1043aa947a59861da0f3a0694716792675f
A2\R02_P04\round_0\renders\isometric.png,15502,97253a1ac8e2adf201c67bc285f523c1aba63368cac763d8872142fb06ddbf71
A2\R02_P04\round_0\renders\side.png,9294,0155e76ff86c7fc2c99efce1d6c348cbad0aee584e05269b9d88497abd483416
A2\R02_P04\round_0\renders\top.png,8468,b46002a24bcf6b38131044de0b292655e05381dec45c9c3270f0b08ac3f95326
A2\R02_P05\round_0\agent_output.json,12430,10d575677cdee64b02ae0359553a0891a0c5073935173bae4e55d79d8dd6d0ae
A2\R02_P05\round_0\cad_ir.json,4974,4412485001565288d04d07e4843b53b3d19e9c6113805d4e1a7203b05b225d6a
A2\R02_P05\round_0\cad_validity.json,856,4491e6d5c7a5eb0f2d0521247a79395bf9f7a1fbe49cf60bb4b90931a249f957
A2\R02_P05\round_0\execution_log.json,10318,4fdfe169a504933f4054d92902577db1c1a33a2fae3ede5471b083ec833b489b
A2\R02_P05\round_0\execution_result.json,897,8cf241aee414dfbea75d5227d3269f5c44d65e093d9bc8ab54c28dca72bd21d2
A2\R02_P05\round_0\feature_graph.json,2307,3d37a0cea0b41394196ea07521326b62983ce9f9734461702cfed161a05d2b7f
A2\R02_P05\round_0\feature_tree.json,3902,19066cd68d954fad7f100e1be26ca3349496b857e73ccd3d71ec7969a51180d3
A2\R02_P05\round_0\freecad_job.json,238,2446067b625f9a3083b20c976f6e5e6be5af8eaf26a5fdb8c8feda4a73286573
A2\R02_P05\round_0\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
A2\R02_P05\round_0\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
A2\R02_P05\round_0\mechanical_topology_graph.json,1855,eba5359e8252d87784749d56104ba66083f9eaa08ea2fc0099b6c6df25a3e37c
A2\R02_P05\round_0\model.FCStd,18578,e038f3d8dc643b2059e81129449ea5a3b77cdd894fd049c3f120248c5fd850c5
A2\R02_P05\round_0\model.step,29478,6f8d408a48b93f3db1078fc98707de850dae207957c8b13e0ac52b018853f2c3
A2\R02_P05\round_0\model.stl,41484,b2b6f85f906a87c8a932d5e28623d6332f0b4d354f0cff8f3a911ab3b2fd8821
A2\R02_P05\round_0\part_state.json,202,0a8a5916e0644480256c43de553b9e3cca3eecc927fb89e1df158c49fe5a2568
A2\R02_P05\round_0\renders\front.png,8575,257fccba06db917a1d1c499a3ff64024981d500c3c81cf6b13ab7ac7424dab54
A2\R02_P05\round_0\renders\isometric.png,16218,37d1b255d2132f87af45dc68aa634043e42f4a4f27f2b7fa6b4e57a8f1d75569
A2\R02_P05\round_0\renders\side.png,11237,de49b49c607df82c76efa2b62edc24c8e4e4d5e507a53176545637e64d80a1bd
A2\R02_P05\round_0\renders\top.png,8655,10cf769f19ec90116d457f7cced30c69fc528ebcde63b4f04dffe0b1c3b82d3f
A2\R02_P06\round_0\agent_output.json,19274,51638a30b2792fab4709bde689b34cfb6bfc7f0716d623e3303d42a5d41db708
A2\R02_P06\round_0\cad_ir.json,9616,1464d7b609218a2ebf91c9f60c4e294d058a878f37cffcf4df3c85e8b6f74a06
A2\R02_P06\round_0\cad_validity.json,870,0383da0bcc2df9a36a8880e6a4fe544e0f0e515207e34ad1765b028ba728b971
A2\R02_P06\round_0\execution_log.json,11847,760f862aba7924f9fe4bc82eded73fe1e8bd0cc412b7af0810c40da84d65b7ff
A2\R02_P06\round_0\execution_result.json,912,1e26dd2bc0309a64a885121bb99a5e762cad586dab29978b744ac0bd16cb66af
A2\R02_P06\round_0\feature_graph.json,2359,ee50004a4ba52f76ad8be5e8eb8d95d885029f687bfc1e46a7d0d0d1c561d05a
A2\R02_P06\round_0\feature_tree.json,7802,5733afd570e69e95c119a0fa3f4371957f4762769c969d97b77b986fce896d2a
A2\R02_P06\round_0\freecad_job.json,238,dea246bd5c96c7386e80211bb9926c1c06197a8ca20a7a31c2fe02cb42e731c4
A2\R02_P06\round_0\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
A2\R02_P06\round_0\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
A2\R02_P06\round_0\mechanical_topology_graph.json,3256,34875570cefbdb5c148a01d0ed2c8e021e0213889ba85dd46718e24350fde459
A2\R02_P06\round_0\model.FCStd,18354,9893652dc33f0cf9b6fe9e072c6df2d4c67fa2ca6079adf18210e38cf36d786d
A2\R02_P06\round_0\model.step,59234,13eb8a7a750fc8230ee448a19b9b4f114af7828ebbf760f36a49e9ab4a1756a6
A2\R02_P06\round_0\model.stl,17484,b34eaecad2a85120a0da31bca9225ada768eb1b7085030d3001a7cdcd471ea9f
A2\R02_P06\round_0\part_state.json,202,a2e2f09a2722cc75994a3e37a282fa055e2ccd48d4c3c0523c837cc8c3538417
A2\R02_P06\round_0\renders\front.png,6624,d24e8f01c69bb048d65eb35e68b5abd751c5f7a2b108d6c9717cb809df530d47
A2\R02_P06\round_0\renders\isometric.png,19422,c0dd19fe61a09ea0b057db678e10175f2f00a6f112c0e4663b0d1c6247ae8f10
A2\R02_P06\round_0\renders\side.png,6904,167f2d91348ac79d8d420d54ae8c41bb08bb23a9c1c2060598e15792240703fd
A2\R02_P06\round_0\renders\top.png,9166,a075049608b191e2684629ecfb212320096583d7d260ac8db731e878b4cd4f8a
