prototype_index,entity_id,manufacturer,name,source,urdf_path,n_links_parsed,n_joints_parsed,mesh_references,mesh_references_resolved,mesh_resolution_rate,loaded_visual_links,moving_link_visual_rate,face_count,robot_diagonal,axis_checks,axis_plausible_rate,max_axis_aabb_distance_ratio,multi_pose_finite,multi_pose_motion_ratio,multi_pose_bounded,mesh_quality_pass,urdf_quality_pass,mesh_urdf_consistency_pass,evaluator_pass,multimodal_pass,visual_review_pass,automated_complete,complete_case,render_paths,prompt_text,failures,failed_gates,link_names_valid,joint_names_valid,joint_endpoints_valid,joint_types_valid,joint_limits_valid,tree_valid,root_count,root_link,evaluator_identity_ok,evaluator_corruption_detected,identity_cd,identity_hd95,identity_similarity,corrupt_cd,corrupt_hd95,corrupt_similarity,identity_part_cd_max,identity_part_iou_min,corrupt_part_cd_mean,corrupt_part_iou_mean,identity_partmatch_f1,identity_graph_f1,identity_joint_type_accuracy,identity_axis_error,identity_origin_error,identity_multipose_transform_error,corrupt_partmatch_f1,corrupt_graph_f1,corrupt_joint_type_accuracy,corrupt_axis_error,corrupt_origin_error,corrupt_multipose_transform_error
11,arm-42e898b1a2,Mecademic Robotics,Meca500-R3,matlab,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\mecademic_description\urdf\meca500r3.urdf,7,6,7,7,1.0,7,1.0,57662,0.4427362768800188,6,1.0,0.138569107513672,True,0.7000059291515021,True,True,True,True,True,True,True,True,True,"[""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-42e898b1a2\\11_arm-42e898b1a2_front.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-42e898b1a2\\11_arm-42e898b1a2_rear.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-42e898b1a2\\11_arm-42e898b1a2_left.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-42e898b1a2\\11_arm-42e898b1a2_right.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-42e898b1a2\\11_arm-42e898b1a2_top.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-42e898b1a2\\11_arm-42e898b1a2_iso.png""]","Generate a complete articulated robot arm with 7 links and 6 joints (6 actuated; 6 revolute). Produce link-level mesh geometry plus a consistent URDF containing parent-child relations, joint types, axes, origins, limits, and a valid canonical pose.",[],[],True,True,True,True,True,True,1,meca_base_link,True,True,0.0,0.0,1.0,0.009444585958051864,0.010000000000000014,0.8278761449651265,0.0,1.0,0.03493858791407803,0.32084210178952904,1.0,1.0,1.0,0.0,0.0,0.0,0.923076923076923,0.9090909090909091,0.8333333333333334,0.016666666666666666,0.0007378937948000313,0.13324929679664668
12,arm-10f5f05385,Quanser,QArm,matlab,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\qarm_description\urdf\quanserQArm.urdf,6,5,5,5,1.0,5,1.0,362839,0.7864880159975974,5,1.0,0.10047375178771839,True,0.6977044609714962,True,True,True,True,True,True,True,True,True,"[""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-10f5f05385\\12_arm-10f5f05385_front.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-10f5f05385\\12_arm-10f5f05385_rear.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-10f5f05385\\12_arm-10f5f05385_left.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-10f5f05385\\12_arm-10f5f05385_right.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-10f5f05385\\12_arm-10f5f05385_top.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-10f5f05385\\12_arm-10f5f05385_iso.png""]","Generate a complete articulated robot arm with 6 links and 5 joints (4 actuated; 1 fixed, 4 revolute). Produce link-level mesh geometry plus a consistent URDF containing parent-child relations, joint types, axes, origins, limits, and a valid canonical pose.",[],[],True,True,True,True,True,True,1,world,True,True,0.0,0.0,1.0,0.00918996849787787,0.010000000000000009,0.832102731887135,0.0,1.0,0.037737176974207066,0.29285349701902474,1.0,1.0,1.0,0.0,0.0,0.0,0.888888888888889,0.888888888888889,0.8,0.020000000000000018,0.001572976031995195,0.1421605259237438
13,arm-d55f01b988,ROBOTIS,Open Manipulator,matlab,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\open_manipulator_description\urdf\robotisOpenManipulator.urdf,9,8,7,7,1.0,7,1.0,81643,0.43018952401217797,8,1.0,0.13389447036485844,True,1.0370506048403487,True,True,True,True,True,True,True,True,True,"[""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d55f01b988\\13_arm-d55f01b988_front.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d55f01b988\\13_arm-d55f01b988_rear.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d55f01b988\\13_arm-d55f01b988_left.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d55f01b988\\13_arm-d55f01b988_right.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d55f01b988\\13_arm-d55f01b988_top.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d55f01b988\\13_arm-d55f01b988_iso.png""]","Generate a complete articulated robot arm with 9 links and 8 joints (6 actuated; 2 fixed, 2 prismatic, 4 revolute). Produce link-level mesh geometry plus a consistent URDF containing parent-child relations, joint types, axes, origins, limits, and a valid canonical pose.",[],[],True,True,True,True,True,True,1,world,True,True,0.0,0.0,1.0,0.0092401586215858,0.010000000000000009,0.8312678841873066,0.0,1.0,0.033347466187021245,0.329038585965652,1.0,1.0,1.0,0.0,0.0,0.0,0.923076923076923,0.9333333333333333,0.875,0.012500000000000011,0.0005377369050152225,0.1491613774028191
14,arm-551a9c392e,Rethink Robotics,Sawyer,matlab,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\sawyer_description\urdf\rethinkSawyer.urdf,21,20,10,10,1.0,10,1.0,227815,2.2594329204399046,17,1.0,0.014884265364220113,True,0.7005860204197671,True,True,True,True,True,True,True,True,True,"[""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-551a9c392e\\14_arm-551a9c392e_front.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-551a9c392e\\14_arm-551a9c392e_rear.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-551a9c392e\\14_arm-551a9c392e_left.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-551a9c392e\\14_arm-551a9c392e_right.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-551a9c392e\\14_arm-551a9c392e_top.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-551a9c392e\\14_arm-551a9c392e_iso.png""]","Generate a complete articulated robot arm with 21 links and 20 joints (8 actuated; 12 fixed, 8 revolute). Produce link-level mesh geometry plus a consistent URDF containing parent-child relations, joint types, axes, origins, limits, and a valid canonical pose.",[],[],True,True,True,True,True,True,1,base,True,True,0.0,0.0,1.0,0.009183364149032558,0.010000000000000014,0.8322126490806204,0.0,1.0,0.05354781640089192,0.47502584043572477,1.0,1.0,1.0,0.0,0.0,0.0,0.9473684210526316,0.9743589743589743,0.95,0.0050000000000000044,0.0011297164602199522,0.5501867323985483
15,arm-21b8992ec4,Schunk,LWA 4D,random,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\random\xacro_generated\schunk_modular_robotics\schunk_description\urdf\schunk_lwa4d.urdf,11,10,8,8,1.0,8,1.0,12698,1.14462867223368,10,1.0,0.1022165216318371,True,0.5573124289894135,True,True,True,True,True,True,True,True,True,"[""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-21b8992ec4\\15_arm-21b8992ec4_front.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-21b8992ec4\\15_arm-21b8992ec4_rear.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-21b8992ec4\\15_arm-21b8992ec4_left.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-21b8992ec4\\15_arm-21b8992ec4_right.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-21b8992ec4\\15_arm-21b8992ec4_top.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-21b8992ec4\\15_arm-21b8992ec4_iso.png""]","Generate a complete articulated robot arm with 11 links and 10 joints (7 actuated; 3 fixed, 7 revolute). Produce link-level mesh geometry plus a consistent URDF containing parent-child relations, joint types, axes, origins, limits, and a valid canonical pose.",[],[],True,True,True,True,True,True,1,world,True,True,0.0,0.0,1.0,0.008969317453909094,0.01,0.8357829330464343,0.0,1.0,0.039258347021958934,0.34490451649322595,1.0,1.0,1.0,0.0,0.0,0.0,0.9333333333333333,0.9473684210526316,0.9,0.010000000000000009,0.00114462867223368,0.241045946726648
16,arm-0573e1e127,Staubli,TX-60,ros-industrial,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\staubli\staubli_tx60_support\urdf\tx60.urdf,10,9,7,7,1.0,7,1.0,37580,1.1411956115839974,8,1.0,0.16517764361616932,True,0.144976640627106,True,True,True,True,True,True,True,True,True,"[""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-0573e1e127\\16_arm-0573e1e127_front.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-0573e1e127\\16_arm-0573e1e127_rear.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-0573e1e127\\16_arm-0573e1e127_left.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-0573e1e127\\16_arm-0573e1e127_right.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-0573e1e127\\16_arm-0573e1e127_top.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-0573e1e127\\16_arm-0573e1e127_iso.png""]","Generate a complete articulated robot arm with 10 links and 9 joints (6 actuated; 3 fixed, 6 revolute). Produce link-level mesh geometry plus a consistent URDF containing parent-child relations, joint types, axes, origins, limits, and a valid canonical pose.",[],[],True,True,True,True,True,True,1,base_link,True,True,0.0,0.0,1.0,0.009231961272178785,0.010000000000000004,0.8314041792255321,0.0,1.0,0.04000208020950385,0.3659925174620736,1.0,1.0,1.0,0.0,0.0,0.0,0.923076923076923,0.9411764705882353,0.8888888888888888,0.011111111111111112,0.0012679951239822193,0.41625478257827087
17,arm-84f18dca29,Trossen Robotics,PhantomX Pincher,robotics-toolbox,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\robotics-toolbox\pxpincher\urdf\pincher_arm.urdf,24,23,21,21,1.0,21,0.8333333333333334,35962,0.40832799496595895,22,1.0,0.20920788034035645,True,0.19744962180444955,True,True,True,True,True,True,False,True,False,"[""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-84f18dca29\\17_arm-84f18dca29_front.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-84f18dca29\\17_arm-84f18dca29_rear.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-84f18dca29\\17_arm-84f18dca29_left.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-84f18dca29\\17_arm-84f18dca29_right.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-84f18dca29\\17_arm-84f18dca29_top.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-84f18dca29\\17_arm-84f18dca29_iso.png""]","Generate a complete articulated robot arm with 24 links and 23 joints (6 actuated; 17 fixed, 1 prismatic, 5 revolute). Produce link-level mesh geometry plus a consistent URDF containing parent-child relations, joint types, axes, origins, limits, and a valid canonical pose.",[],"[""visual_review""]",True,True,True,True,True,True,1,base_link,True,True,0.0,0.0,1.0,0.008769900118923068,0.010000000000000016,0.8391229813569749,0.0,1.0,0.05016516776106005,0.5775039312640614,1.0,1.0,1.0,0.0,0.0,0.0,0.975609756097561,0.9777777777777777,0.9565217391304348,0.004347826086956525,0.00017753391085476475,0.19183948313593757
18,arm-d656d85ceb,Unimation,PUMA 560,robotics-toolbox,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\robotics-toolbox\puma560_description\urdf\puma560_robot.urdf,7,6,7,7,1.0,7,1.0,8116,1.2222341657448885,6,0.8333333333333334,0.29626074118109147,True,0.7480476067295526,True,True,True,False,True,True,True,False,False,"[""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d656d85ceb\\18_arm-d656d85ceb_front.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d656d85ceb\\18_arm-d656d85ceb_rear.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d656d85ceb\\18_arm-d656d85ceb_left.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d656d85ceb\\18_arm-d656d85ceb_right.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d656d85ceb\\18_arm-d656d85ceb_top.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-d656d85ceb\\18_arm-d656d85ceb_iso.png""]","Generate a complete articulated robot arm with 7 links and 6 joints (6 actuated; 6 revolute). Produce link-level mesh geometry plus a consistent URDF containing parent-child relations, joint types, axes, origins, limits, and a valid canonical pose.",[],"[""mesh_urdf_consistency""]",True,True,True,True,True,True,1,link1,True,True,0.0,0.0,1.0,0.009416073597350704,0.01000000000000001,0.8283483736611016,0.0,1.0,0.038007648656289784,0.3872434263199528,1.0,1.0,1.0,0.0,0.0,0.0,0.923076923076923,0.9090909090909091,0.8333333333333334,0.016666666666666666,0.0020370569429081476,0.5315357530854478
19,arm-c83ebf2672,Universal Robots,UR10,matlab,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\ur_description\urdf\universalUR10.urdf,11,10,7,7,1.0,7,1.0,116052,1.3766753369699287,10,1.0,0.09801950987214028,True,1.2403570528815975,True,True,True,True,True,True,True,True,True,"[""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-c83ebf2672\\19_arm-c83ebf2672_front.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-c83ebf2672\\19_arm-c83ebf2672_rear.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-c83ebf2672\\19_arm-c83ebf2672_left.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-c83ebf2672\\19_arm-c83ebf2672_right.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-c83ebf2672\\19_arm-c83ebf2672_top.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-c83ebf2672\\19_arm-c83ebf2672_iso.png""]","Generate a complete articulated robot arm with 11 links and 10 joints (6 actuated; 4 fixed, 6 revolute). Produce link-level mesh geometry plus a consistent URDF containing parent-child relations, joint types, axes, origins, limits, and a valid canonical pose.",[],[],True,True,True,True,True,True,1,world,True,True,0.0,0.0,1.0,0.008679400538887671,0.010000000000000004,0.8406431622474956,0.0,1.0,0.04292892892648057,0.3911129946576323,1.0,1.0,1.0,0.0,0.0,0.0,0.923076923076923,0.9473684210526316,0.9,0.01,0.001376675336969929,0.8271892390174845
20,arm-3d848aeb52,Yaskawa Motoman,Motoman SIA10D,ros-industrial,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\motoman\motoman_sia10d_support\urdf\sia10d.urdf,10,9,8,8,1.0,8,1.0,9887,1.2777841297326091,9,1.0,0.17060784390588468,True,0.6293681938186526,True,True,True,True,True,True,True,True,True,"[""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-3d848aeb52\\20_arm-3d848aeb52_front.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-3d848aeb52\\20_arm-3d848aeb52_rear.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-3d848aeb52\\20_arm-3d848aeb52_left.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-3d848aeb52\\20_arm-3d848aeb52_right.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-3d848aeb52\\20_arm-3d848aeb52_top.png"", ""D:\\CADtest\\papertest\\go_nogo1\\results\\prototype_feasibility\\renders\\arm-3d848aeb52\\20_arm-3d848aeb52_iso.png""]","Generate a complete articulated robot arm with 10 links and 9 joints (7 actuated; 2 fixed, 7 revolute). Produce link-level mesh geometry plus a consistent URDF containing parent-child relations, joint types, axes, origins, limits, and a valid canonical pose.",[],[],True,True,True,True,True,True,1,world,True,True,0.0,0.0,1.0,0.009206954051678212,0.01,0.8318201053811326,0.0,1.0,0.03841179804584012,0.3498068026351129,1.0,1.0,1.0,0.0,0.0,0.0,0.9333333333333333,0.9411764705882353,0.8888888888888888,0.01111111111111112,0.0014197601441473435,0.26638458019958067
