case_id,version,link_id,planned_visible_features,executed_visible_features,objective_feature_recall,evidence_refs_present
dev_arm-43fa322555,V0,L13,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V0,L14,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V0,L15,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V0,L16,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L0,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L1,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L2,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L3,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L4,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L5,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L6,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L7,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L8,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L9,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L10,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L11,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L12,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L13,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L14,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L15,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V1,L16,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L0,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L1,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L2,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L3,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L4,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L5,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L6,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L7,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L8,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L9,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L10,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L11,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L12,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L13,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L14,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L15,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-43fa322555,V2,L16,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L0,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L1,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L2,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L3,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L4,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L5,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L6,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L7,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L8,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L9,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L10,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L11,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L12,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L13,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L14,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L15,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L16,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L17,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L18,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L19,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V0,L20,0,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L0,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L1,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L2,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L3,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L4,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L5,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L6,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L7,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L8,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L9,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L10,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L11,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L12,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L13,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L14,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L15,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L16,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L17,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L18,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L19,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V1,L20,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L0,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L1,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L2,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L3,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L4,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L5,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L6,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L7,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L8,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L9,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L10,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L11,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L12,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L13,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L14,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L15,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L16,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L17,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L18,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L19,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
dev_arm-551a9c392e,V2,L20,1,0,UNAVAILABLE_NO_INDEPENDENT_LABELS,1
