candidate_id,housing_width_mm,housing_height_mm,proximal_section_length_mm,transition_length_mm,distal_width_mm,distal_height_mm
S024,23.30996841751039,11.480304768308997,21.09459438547492,5.841884396970272,14.16113511286676,8.411632165312767
S025,11.8974893335253,27.26214168407023,30.80704877153039,11.55801947787404,21.381358491256833,20.66921590268612
S026,16.309986958280206,16.418183956295252,24.89947863481939,9.171258948743343,17.461349921301007,16.07038801908493
S027,18.89745785854757,23.204415403306484,27.437187803909183,14.881958086043596,10.247479325160384,12.813323080539703
S028,17.173563862219453,17.29135156981647,28.56366210617125,13.938680585473776,9.685523103922606,11.971794173121452
S029,14.539019173011184,19.50953604467213,19.070598693564534,7.864539980888367,16.465246319770813,23.23032395541668
S030,10.173532387241721,12.951276656240225,25.414707474410534,11.364627536386251,18.69031623005867,19.514217972755432
S031,21.539037713781,24.165066599845886,22.658034577965736,5.285279870033264,11.904133420437574,15.25614595413208
S032,21.811888245865703,17.452404994517565,18.60789794102311,9.46741821989417,15.648158362135291,12.629372015595436
S033,10.338075878098607,19.663929142057896,29.90223067626357,15.382680386304855,8.862012894824147,16.38744379580021
S034,14.811869757249951,12.79249063692987,22.24573533050716,6.893382336944342,12.727656902745366,20.85343626141548
S035,17.338107300922275,24.0084093157202,26.701138904318213,12.80339166522026,19.507444581016898,8.094906717538834
S036,19.170521857216954,11.917046498507261,31.268895031884313,10.371740691363811,20.557848151773214,15.190334275364876
S037,16.47431698255241,27.705543741583824,19.7551713231951,4.075035501271486,13.344047024846077,19.947398975491524
S038,12.170553280040622,15.979178039357066,27.85034154355526,13.701098076999187,11.064607545733452,23.296355575323105
S039,23.474298493936658,22.76328075118363,23.61390169709921,7.399002719670534,18.28487327322364,11.538772076368332
S040,22.542532524093986,13.722349889576435,27.079728450626135,5.428249143064022,9.061088725924492,9.391502007842064
S041,12.873407552018762,24.940448869019747,24.38436797633767,11.12790473178029,16.28476908430457,21.64856694638729
S042,15.542513931170106,18.62946524657309,30.28947808407247,8.096246741712093,19.310020860284567,17.122515857219696
S043,19.873439079150558,20.843169694766402,20.734681678935885,13.800720293074846,12.092798426747322,13.864932119846344
S044,18.15287501551211,14.943308666348457,23.23541891016066,15.119161542505026,14.841932596638799,10.959445998072624
S045,13.761357745155692,21.7251968793571,25.711388619616628,9.027809023857117,21.618305644020438,22.217518016695976
S046,11.152906542643905,10.563680859282613,19.368244402110577,11.696231540292501,16.788633396849036,18.558502793312073
S047,20.761339152231812,26.349963603541255,29.14200432598591,5.609925866127014,10.005909236148,14.299973011016846
S048,21.144682724028826,10.201222153380513,24.717287043109536,13.005822204053402,20.02240576595068,22.691253289580345
S049,11.427519425749779,25.91274636797607,27.210830377414823,7.300330240279436,13.2396818138659,10.448318228125572
S050,14.144704550504684,15.385195091366768,21.304288275539875,10.422802709043026,8.355108443647623,14.795191943645477
S051,18.427484665066004,22.101113837212324,31.06058806180954,4.724165756255388,15.131481282413006,18.037608206272125
S052,20.254865154623985,17.901917124167085,25.18642232939601,6.405750926584005,17.935516679659486,21.130168959498405
S053,15.815629679709673,20.190414434298873,22.474342722445726,12.491221070289612,10.718294037505984,9.888240978121758
S054,13.25483039394021,14.37043596059084,28.819559698924422,9.731984075158834,13.688644690439105,13.352394700050354
S055,22.81565150618553,25.654538739472628,19.281368939206004,15.824171900749207,20.91232525743544,17.593864917755127
S056,23.640600945800543,16.7372046392411,29.801976757124066,12.00474002584815,11.687051815912127,19.460235968232155
S057,12.228125251829624,23.455303551629186,18.298885175958276,6.0953600108623505,18.90731775201857,15.718307748436928
S058,16.64062287658453,11.23793263360858,25.954028636217117,14.681332137435675,16.68235214985907,11.0574691593647
S059,19.22809038683772,26.951637014746666,21.70685652643442,8.765440434217453,9.468550814315677,23.798939615488052
S060,17.49907449632883,13.194766199216247,20.540087211877108,8.197116486728191,10.464480821043253,16.892414048314095
S061,14.86452641710639,24.476654345169663,31.824642311781645,14.499658275395632,17.24426829069853,12.149478748440742
S062,10.499039631336927,16.971251029521227,23.73146474175155,4.77692162245512,21.164386175572872,8.621360152959824
S063,21.864548347890377,19.257533706724644,28.19674608670175,11.073180604726076,14.378240916877985,20.36377665400505
S064,21.961911614984274,16.128851152956486,23.31672950834036,6.224643982946873,8.657763289287686,17.78428292274475
S065,10.62396366149187,22.91288097575307,27.81683026254177,11.922331098467112,15.443961119279265,13.042843222618103
S066,14.961879722774029,11.784233683720231,20.161666775122285,8.801638163626194,19.467255180701613,9.701699182391167
S067,17.623981785029173,27.572658037766814,31.41182971186936,14.504509452730417,12.687523620203137,21.44365768134594
S068,19.349598117172718,12.642442986369133,26.340779354795814,14.322904210537672,13.385889708995819,18.34915143251419
S069,16.73456984385848,23.858426105231047,22.060069365426898,8.233245506882668,20.59974528476596,14.606704652309418
S070,12.34961624071002,17.58456868119538,30.153266962617636,10.990611415356398,18.490780752152205,10.13289974629879
S071,23.734537951648235,19.796157268807292,18.684140507131815,4.906365767121315,11.2705657184124,22.875804290175438
S072,22.69415806606412,10.71404068544507,29.16361279785633,7.266375552862883,16.133498828858137,20.054218024015427
S073,13.160897508263588,26.500250406563282,19.673914782702923,13.180401846766472,8.90986916422844,8.811771005392075
S074,15.694126069545746,14.81145722232759,25.580463560298085,4.5954768769443035,11.996213376522064,12.462973669171333
S075,20.16091573610902,21.5932724121958,22.820318454876542,10.504616543650627,19.21349025890231,16.70587845146656
S076,18.330135479569435,18.47955499216914,20.932250453159213,12.572920508682728,21.713126009330153,23.610443264245987
S077,14.019794810563326,20.693323746323586,30.641339441761374,6.277176532894373,14.93680907972157,11.36900332570076
S078,11.330153707414865,13.854925630614161,24.296115789562464,15.998774476349354,10.155419396236539,15.90286685526371
S079,21.019762814044952,25.073088916018605,26.837297167629004,9.69800654426217,16.93819591961801,19.144825592637062
S080,20.858795097097754,14.22196769528091,18.926565257832408,11.3024613969028,13.033722598105669,11.848354071378708
S081,11.277495900169015,25.505997451022267,28.62491655908525,5.3943174332380295,19.816499330103397,23.105907052755356
S082,13.858830327168107,18.033737521618605,22.719826478511095,13.882556926459074,15.089583523571491,19.633940771222115
S083,18.277474438771605,20.322161808609962,25.271632056683302,7.967535063624382,8.313266385346651,15.376845553517342
S084,19.99461213685572,15.534112995490432,30.758714497089386,8.899257607758045,10.758428363129497,8.283363491296768
S085,15.636553576216102,22.25009604729712,21.278899677097797,15.200838003307581,17.975705036893487,20.54192355275154
S086,12.994590675458312,10.070125985890627,27.622023867443204,5.575925536453724,21.116523126140237,16.20286227762699
S087,22.636588806286454,25.781714506447315,24.852109054103494,11.870856914669275,13.892893670126796,12.944821015000343
S088,23.35311114601791,16.82209605164826,28.38620219193399,15.30024866014719,18.757755855098367,14.10953164100647
S089,12.076499553397298,19.108305839821696,24.08802413754165,9.59672499075532,11.537541029974818,18.868091940879822
S090,16.35314648039639,13.325625225901604,31.74451280757785,12.626591958105564,9.373675374314189,22.404023095965385
S091,19.07647798769176,24.60744048282504,20.292954552918673,6.929557088762522,16.587530741468072,10.645981594920158
S092,17.240637274459004,11.386713141575456,21.737432159483433,4.111187320202589,17.340798266232014,13.55342847108841
S093,14.687266109511256,27.100481962785125,26.254146486520767,10.194963827729225,10.561066497117281,17.310981690883636
S094,10.240615708753467,16.6056964173913,18.158982941880822,7.528423886746168,14.529459435492754,21.96400783956051
S095,21.687301443889737,23.32385976985097,29.39243216998875,13.61855186522007,21.31565747410059,9.206912383437157
S096,21.414131259545684,12.106832802295685,25.786318806931376,11.63955856487155,11.487543040886521,10.82990238070488
S097,10.07617991603911,27.822730358690023,23.077709740027785,5.7134702652692795,18.273669941350818,22.086997598409653
S098,14.414095977321267,15.887843089178205,28.985259849578142,15.056812297552824,20.382745457813144,18.683840826153755
S099,17.076201429590583,22.599346114322543,19.44370536133647,9.137029692530632,13.602969670668244,14.426287844777107
S100,18.803521687164903,17.824495814740658,24.554997324943542,7.830470986664295,12.470412783324718,9.272754818201065
S101,16.188496803864837,20.108576867729425,27.045070119202137,14.113374624401331,19.684232477098703,21.530796080827713
S102,11.803543200716376,12.320960203185678,20.700981365516782,5.156797118484974,15.661041054874659,17.244980350136757
S103,23.18846152164042,23.609435787424445,30.4606448803097,11.446235332638025,8.44076343625784,13.986420288681984
S104,22.36352543346584,14.569067921489477,19.94033089838922,13.38112024217844,17.158590350300074,15.067680597305298
S105,12.830261694267392,21.282784909009933,31.221415458247066,7.67210340872407,9.934891425073147,19.825722098350525
S106,15.36349025554955,11.033044202253222,23.56567783281207,10.057805337011814,14.716390423476696,23.414914056658745
S107,19.830283103510737,26.75115572102368,28.034322906285524,4.342093709856272,21.933624748140574,11.656353756785393
S108,18.004624949768186,13.534807924181223,29.964339829981327,6.785442691296339,18.99296231381595,12.503734409809113
S109,13.694287462159991,24.821103744208813,18.46471878886223,12.864458456635475,12.21660783328116,16.260829865932465
S110,11.00464635901153,18.723027369007468,26.557208785787225,9.365521054714918,9.130367929115891,20.982680782675743
S111,20.694252284243703,21.004928657785058,22.306672947481275,15.43770469725132,15.913080198690295,8.225127562880516
S112,21.184412490576506,18.35606255196035,31.981603644788265,5.044163025915623,14.113285388797522,16.771957635879517
S113,11.603110007941723,20.571960041299462,20.46440939605236,10.759062055498362,20.895997866988182,12.029999136924744
S114,14.184444434940815,13.980685476213694,28.122032964602113,8.470034159719944,17.75528408586979,8.746022149920464
S115,18.603091832250357,25.192188434302807,23.888956846669316,14.179863456636667,10.97892939671874,20.48746185004711
S116,20.325351528823376,10.310328347608447,18.332796087488532,14.736539464443922,8.092741152271628,19.32898312807083
S117,15.9672962538898,26.09440933354199,29.630599362775683,8.663360252976418,15.30997526831925,15.586078584194183
S118,13.32533335313201,15.212905373424292,21.536437150090933,12.065623622387648,20.037000389769673,11.185004696249962
S119,22.96732819825411,22.001380890607834,25.988476995378733,5.987603560090065,12.813301673159003,23.927451476454735
S120,23.89908081665635,13.083510080352426,22.522783651947975,9.841387759894133,21.53263041563332,21.00282260775566
S121,12.62246572971344,24.297227134928107,25.002223901450634,15.761639639735222,14.312353005632758,9.759917825460434
S122,16.899112656712532,17.14137365669012,19.096426220610738,6.5091121308505535,10.344062706455588,13.483836248517036
S123,19.622447658330202,19.359485242515802,28.866822415962815,12.434731289744377,17.557882191613317,17.72628326714039
S124,17.788310766220093,16.285303549841046,27.354970468208194,10.741316504776478,16.370424285531044,22.566890865564346
S125,15.234943095594645,23.07159943692386,24.65613945387304,4.452530536800623,9.590648289769888,10.324932128190994
S126,10.788292694836855,11.629910290241241,30.998689506202936,13.318293519318104,11.754624929279089,14.915947452187538
S127,22.234974935650826,27.411811646074057,21.447256829589605,7.034737501293421,18.540752038359642,18.157387390732765
S128,22.191110134124756,18.65827569179237,27.565034026280046,14.278748668730259,12.629290947690606,8.026631161570549
S129,10.833959523588419,20.94677293486893,24.801524670794606,8.368224266916513,19.415899543091655,20.769047662615776
S130,15.19114213064313,13.75556130334735,30.70630430430174,10.860859788954258,15.495303509756923,16.49104344844818
S131,17.83394129574299,25.039664015173912,21.220077350735664,4.945288542658091,8.716009000316262,12.748108148574829
S132,19.550221268087626,10.676056062802672,22.777350272983313,5.87701104208827,11.219156362116337,11.591651305556297
S133,16.969723105430603,26.387580210343003,25.321896109730005,12.179140821099281,18.432601172477007,23.33312176167965
S134,12.550203040242195,15.051295775920153,18.978441497310996,8.549832325428724,20.657938111573458,19.922153413295746
S135,23.969755101948977,21.767214454710484,28.684059215709567,14.847144141793251,13.437286026775837,15.180225193500519
S136,22.9216476008296,12.684535713866353,18.218192460015416,12.32560933753848,19.162094462662935,13.765483096241951
S137,13.369184385985136,23.966423926874995,29.44437506236136,6.621170207858086,11.938021071255207,17.006953313946724
S138,15.921679493039846,17.340066269040108,21.78757594525814,15.64957083389163,8.968048430979252,21.720992654561996
S139,20.369166262447834,19.62634901329875,26.311550222337246,9.950521871447563,16.184907872229815,9.479064673185349
S140,18.532467614859343,15.94599881209433,31.68583745136857,7.132152147591114,16.879949687048793,14.321556702256203
S141,14.256657056510448,22.664097791537642,20.240691121667624,13.217942748218775,10.10407648421824,18.56397296488285
S142,11.53244949132204,11.888272531330585,28.335524244233966,4.552869148552418,14.988165030255914,22.16097643971443
S143,21.256688948720694,27.601976979523897,24.030940940603614,10.643912587314844,21.77135899476707,10.918041378259659
S144,20.65566192753613,11.12556815892458,30.205238331109285,9.249087702482939,8.255247127264738,18.09073181450367
S145,11.04143468849361,26.914065469056368,18.74337161704898,14.947690412402153,15.038440883159637,14.832202032208443
S146,13.655626593157649,16.629241133108735,26.398211358115077,5.822604309767485,19.867628306150436,10.423316568136215
S147,18.041456254199147,23.413343911990523,22.110234951600432,11.527489826083183,13.09175531193614,22.681388586759567
S148,19.766214651986957,16.942451313138008,20.10937507636845,11.345884628593922,13.841698145493865,17.52583374083042
S149,15.429174648597836,19.153975527733564,31.353132555261254,5.254211697727442,21.058557795360684,13.26825000345707
S150,12.766236217692494,13.161578388884664,23.25961783528328,14.015970773994923,18.033684032037854,9.99208453297615
S151,22.429139314219356,24.37749713473022,27.766130723059177,7.930809531360865,10.80961043201387,21.249149471521378
S152,23.151686960831285,15.41841508820653,24.24556301161647,4.240283884108067,16.536348359659314,23.82076720893383
S153,11.842147326096892,22.200303234159946,26.78033246472478,10.15669048205018,9.315696066245437,11.063183709979057
S154,16.151651730760932,10.230058347806334,20.87345994077623,7.573228992521763,11.595506882295012,15.662010550498962
S155,18.842168787494302,26.01634102500975,30.588954178616405,13.482917908579111,18.80895190127194,19.41907525062561
S156,17.01053080521524,14.478431653231382,25.63069579936564,15.551221828907728,21.257625073194504,20.26457153260708
S157,14.478178197517991,25.69653056561947,22.877817319706082,9.254928603768349,14.4783307723701,8.50604198873043
S158,10.010552266612649,18.014318076893687,29.222723849117756,12.975063066929579,10.612208615988493,12.222148835659027
S159,21.47814296744764,20.228022458031774,19.725765883922577,6.671914830803871,17.398817002773285,16.9802206158638
S160,21.641617508605123,13.515376141294837,21.595658350735903,8.067874323576689,13.654366614297032,19.10308761894703
S161,10.2844700794667,24.726952055469155,26.040431570261717,13.785153791308403,20.440937658771873,15.845015600323677
S162,14.641652686521411,18.97950044646859,18.382924852892756,5.491732727736235,18.215491404756904,11.379024118185043
S163,17.284448670223355,21.19547089189291,29.68798807822168,11.202111408114433,11.436132641509175,23.63755390048027
S164,19.005857108160853,14.728987945243716,28.06334592588246,11.758787460625172,8.499008521437645,16.545971527695656
S165,16.425355764105916,21.5173990894109,23.83668173290789,5.685058865696192,15.712384071201086,12.288906589150429
S166,12.005835698917508,10.917355414479971,31.930940717458725,15.091715402901173,19.63287579640746,8.939949065446854
S167,23.425390942022204,26.701372027397156,20.407341219484806,9.011314902454615,12.41218115389347,20.197532802820206
S168,22.592720666900277,17.66044200398028,30.941687982529402,6.816028513014317,21.991856690496206,22.87213210761547
S169,13.040260842069983,19.878626545891166,21.396660763770342,12.73719585314393,14.767747417092323,10.115067407488823
S170,15.592755949124694,12.44132136553526,27.30257529579103,9.486131824553013,9.883547887206078,14.641117453575134
S171,20.04023932851851,23.655111376196146,24.59733214788139,15.413765076547861,17.100344743579626,18.398700952529907
S172,18.205251386389136,12.130370544269681,19.15396169759333,13.720350246876478,15.964490285143256,21.308154448866844
S173,13.92943743802607,27.91220752708614,28.917098151519895,7.429550185799599,9.18854615278542,9.550082668662071
S174,11.205229872837663,15.626704007387161,22.57464487105608,10.293849688023329,12.158416153863072,13.209098756313324
S175,20.929472720250487,22.41293552145362,25.061351537704468,4.009378209710121,18.941565891727805,17.967628300189972
S176,20.98298491537571,16.389331132173538,20.650413567200303,14.615113414824009,11.030112508684397,9.045052334666252
S177,11.368761170655489,23.100907113403082,30.403665157034993,8.688109520822763,17.813262037932873,21.787987634539604
S178,13.982953075319529,11.447068141773343,24.496218495070934,12.035847581923008,20.8380331620574,17.441112875938416
S179,18.368779242038727,27.163038654252887,26.992696538567543,6.114050749689341,14.06208923831582,13.698696374893188
S180,20.095248449593782,12.838996402919292,29.03550710901618,4.80749199911952,12.87133334390819,10.602290496230125
S181,15.758204951882362,24.127407614141703,19.501219246536493,11.092409864068031,20.088130408897996,22.344218716025352
S182,13.09526652097702,17.183476576581597,25.845418175682425,8.131436329334974,15.258832002058625,18.880065858364105
S183,22.75817311182618,19.467493256554008,23.129549158737063,14.421790137887001,8.034722520038486,14.138595402240753
S184,23.695944257080555,10.550158854573965,26.609195174649358,10.40721334144473,17.615900302305818,12.807364657521248
S185,12.386407908052206,26.268343329429626,22.365919077768922,4.695816203951836,10.39520545117557,16.049292638897896
S186,16.695912312716246,15.17492557875812,30.021760150790215,13.08005179092288,14.26122329942882,20.710132211446762
S187,19.386426083743572,21.888715522363782,18.514872692525387,7.363790914416313,21.47459905780852,8.46866199374199
S188,17.5599166713655,18.256690178066492,23.513371113687754,9.807139940559864,18.591948710381985,15.371220245957375
S189,15.027560777962208,20.538527093827724,27.975610729306936,15.886704955250025,11.812590155750513,19.614155307412148
S190,10.559934847056866,14.159411003813148,19.883230907842517,6.389233894646168,9.53267002478242,23.142272979021072
S191,22.0275288335979,25.44564245082438,31.170727601274848,12.463797841221094,16.319240860641003,11.899856716394424
S192,21.902725018560886,11.065690675750375,20.384511090815067,4.615032337605953,20.289720183238387,14.452082693576813
S193,10.462691690772772,26.849771728739142,31.624796360731125,10.534872252494097,13.503093438223004,18.69352263212204
S194,14.90274689719081,14.59730913490057,23.968935260549188,7.1882728561758995,11.339601622894406,22.03466771543026
S195,17.462656877934933,21.385784719139338,28.478813545778394,13.114944893866777,18.118907606229186,10.792708978056908
S196,19.292599227279425,18.830449538305402,29.492495452985168,15.921575125306845,15.80725846812129,13.88324785232544
S197,16.57452479749918,21.04634709469974,18.034100947901607,9.63164472579956,8.593831807374954,17.12569487094879
S198,12.292564414441586,13.646613895893097,26.12650079652667,12.591571148484945,12.561744093894958,21.59949891269207
S199,23.574546676129103,24.858116921037436,21.835158992558718,6.308335542678833,19.78238470479846,9.356594130396843
S200,22.852012380957603,15.776000639423728,25.355486273765564,8.86431422457099,14.563550591468811,11.713322550058365
S201,13.216666657477617,22.562296459451318,22.606080003082752,14.5795336663723,21.787605833262205,23.455769330263138
S202,15.852034363895655,11.999378446489573,28.513533340767026,6.1971692107617855,17.06020937487483,19.80456568300724
S203,20.21663174033165,27.781279735267162,19.01320997811854,11.90585407614708,9.843361407518387,15.061661139130592
S204,18.49359567835927,12.292682511731982,24.958165673539042,10.962576620280743,9.230442868545651,8.153251141309738
S205,14.080208644270897,23.50639949925244,27.489462917670608,4.890450287610292,16.00633422099054,20.894690841436386
S206,11.493560761213303,17.791817154735327,21.14525731280446,14.386141769587994,19.14752615056932,16.36082823574543
S207,21.080230627208948,20.009928673505783,30.864116948097944,8.307709742337465,12.364320712164044,12.618869736790657
S208,20.804763147607446,17.03394505009055,22.93960572592914,12.701593305915594,17.663754172623158,20.384045511484146
S209,11.107653817161918,19.318026036024094,25.48762377165258,6.992256015539169,10.880548525601625,8.626492291688919
S210,13.80474460683763,12.971676213666797,19.581729266792536,15.283794548362494,13.967266578227282,12.098457589745522
S211,18.10768529213965,24.26015173085034,29.2839815877378,9.569227308034897,20.743158139288425,16.855553045868874
S212,19.94607957266271,11.597257379442453,26.965171709656715,7.5125312730669975,20.18471316434443,23.95300242304802
S213,15.471462676301599,27.313154868781567,24.19819014519453,13.590494204312563,12.967865405604243,11.194442123174667
S214,12.946111047640443,16.2570344414562,30.5406233984977,4.185628645122051,8.185995070263743,15.533504322171211
S215,22.471444135531783,22.968537399545312,21.057761842384934,10.258224297314882,15.41005010344088,19.29154582321644
S216,23.51953828521073,14.008918106555939,31.523441782221198,13.912789724767208,10.189300267025828,17.65416246652603
S217,12.127116350457072,25.295213993638754,20.074823243543506,7.987113434821367,17.409940669313073,13.395602405071259
S218,16.519519640132785,18.38868327625096,27.73232328519225,11.237027309834957,21.432754078879952,9.859672293066978
S219,19.127147929742932,20.670584632083774,23.431105379015207,5.316191870719194,14.219327626749873,21.117713555693626
S220,17.409145621582866,15.324702762067318,18.817981265485287,5.509586628526449,11.852777261286974,18.214111804962158
S221,14.739216329529881,22.038419816643,30.047636076807976,11.79363465309143,18.63208345323801,14.95655882358551
S222,10.409177200868726,10.417724767699838,21.953383767977357,8.930393751710653,16.523492760956287,10.303531810641289
S223,21.739197684451938,26.13583635352552,26.473992647603154,15.21951150894165,9.736865807324648,22.56062702834606
S224,21.57540192641318,14.918791951611638,28.76035018078983,10.026605512946844,19.565409077331424,21.43373194336891
S225,10.13536531291902,21.63477507047355,19.229426046833396,4.323493808507919,12.778853261843324,9.67663648724556
S226,14.575420519337058,10.825763508677483,25.1362785436213,13.447429802268744,8.810829991474748,13.079792276024818
S227,17.135333785787225,26.537352096289396,22.416938986629248,7.749342054128647,15.59018020145595,17.837345495820045
S228,18.963565533980727,13.88762199319899,21.362963631749153,9.430927269160748,18.33601674810052,22.99484583735466
S229,16.245494389906526,25.171651815995574,31.11285149306059,15.515848208218813,11.122625969350338,10.236804336309433
S230,11.963534006848931,18.507850386202335,24.76796499080956,6.755147688090801,13.286015145480633,14.522620990872383
S231,23.245512982830405,20.79627474024892,27.26791357435286,12.844955254346132,20.50671834126115,18.281181290745735
S232,22.30775518901646,11.755906103178859,23.78845458291471,14.982308767735958,12.143927924335003,16.664778769016266
S233,12.672405971214175,27.469674857333302,28.24733047001064,9.073844391852617,19.368052426725626,12.406737506389618
S234,15.307773677632213,16.096118312329054,20.592497404664755,11.655423305928707,16.226751182228327,8.817546591162682
S235,19.672374548390508,22.814281597733498,31.883464638143778,5.741545874625444,9.009945772588253,20.076106652617455
S236,17.94420970790088,17.472813671454787,25.8965048417449,5.173221882432699,10.063887709751725,19.232571125030518
S237,13.530826168134809,19.759023392573,21.656592473387718,11.47374939918518,16.83981661312282,15.975475907325745
S238,10.944178285077214,12.535071779042482,29.75010051764548,7.755405958741903,21.56710876338184,11.253624126315117
S239,20.53084465675056,23.816886968910694,18.23974251933396,14.0507493019104,14.783967578783631,23.511177107691765
S240,21.354255877435207,13.292883802205324,27.900894321501255,6.445903919637203,15.189660027623177,15.495642721652985
S241,11.657143156975508,24.508866854012012,23.670866400003433,12.360250670462847,8.406518634408712,19.737601459026337
S242,14.35423394665122,16.793742721900344,31.327685544267297,9.86948623508215,13.188284661620855,23.0215794891119
S243,18.65717802196741,19.005331242457032,19.80755658634007,15.777481514960527,19.964213773608208,11.780139550566673
S244,20.490443628281355,16.498316626995802,22.195503091439605,13.345830496400595,20.963681729510427,12.934650897979736
S245,16.015830121934414,23.28234638273716,26.643640039488673,7.0511393547058105,13.74687652848661,16.177555680274963
S246,13.490478493273258,11.274932382628322,18.548786889761686,10.678668316453695,10.660049160942435,20.578628703951836
S247,23.015808191150427,27.06335666961968,29.850379575043917,4.377488374710083,17.8841734547168,8.336181685328484
S248,23.848465114831924,18.14548609405756,19.316273033618927,8.45141139253974,9.519894560799003,10.733483225107193
S249,12.456039998680353,20.35925491526723,29.082773216068745,14.14868649840355,16.74059754796326,22.47638776898384
S250,16.848443288356066,14.329311007633805,23.177986906841397,5.1214245818555355,18.84908560104668,18.7524683624506
S251,19.456074759364128,25.547474360093474,25.661223033443093,10.82534870505333,11.635695030912757,14.010021582245827
S252,17.7363619543612,10.098447129130363,30.341769782826304,12.143789999186993,14.436432387679815,9.165568798780441
S253,15.066435843706131,25.8846569173038,20.79337883554399,6.052986908704042,21.215782806277275,21.907527297735214
S254,10.736396715044975,15.566817941144109,27.136840123683214,14.717013351619244,17.192858412861824,17.316512897610664
S255,22.066414017230272,22.348633198067546,24.435067515820265,8.633088160306215,10.406302388757467,13.575073197484016
